,name,price,brand,rating,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen,weight
17,"ASUS ROG Zephrus S GX531GX-XB76 15.6"" 240 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2080 16 GB Memory 1 TB SSD Windows 10 Pro 64-bit Gaming Laptop",2899.99,ASUS,5,Intel Core i7 9th Gen,2.6,6,1007,16,1650,8 GB,15.6,1.83
18,"HIDevolution ASUS ROG Zephyrus S GX701GX 17.3"" FHD 144Hz | 2.6GHz i7-9750H, RTX 2080 Max-Q, 32GB 2666MHz RAM, PCIe 1TB SSD | Authorized Performance Upgrades & Warranty",2899,ASUS,5,Intel Core i7 9th Gen,2.6,6,1000,32,1650,8 GB,17.3,2.2
19,"MSI GS Series GS75 Stealth-1074 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2080 Max-Q 32 GB Memory 1 TB NVMe SSD Windows 10 Home 64-bit Gaming Laptop",2899,MSI,5,Intel Core i7 9th Gen,2.6,6,1000,32,1650,8 GB,17.3,1.22
20,"MSI GS Series GS65 Stealth-667 15.6"" 240 Hz Intel Core i9 9th Gen 9880H (2.30 GHz) NVIDIA GeForce RTX 2070 32 GB Memory 1 TB NVMe SSD Windows 10 Pro 64-bit Gaming Laptop",2899,MSI,5,Intel Core i9 9th Gen,2.3,8,1000,32,1650,8 GB,15.6,0.98
21,"MSI GE75 9SG-423CA Raider 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2080 16 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop",2875.97,MSI,5,Intel Core i7 9th Gen,2.6,6,1512,16,1650,8 GB,17.3,2.5
22,"MSI GE75 9SG-423CA Raider 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2080 16 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop",2875.97,MSI,5,Intel Core i7 9th Gen,2.6,6,1512,16,1650,8 GB,17.3,1.86
23,"MSI GE Series GE75 Raider-653 17.3"" 144 Hz IPS Intel Core i9 9th Gen 9880H (2.30 GHz) NVIDIA GeForce RTX 2070 32 GB Memory 1 TB NVMe SSD Windows 10 home 64-bit Gaming Laptop",2816.07,MSI,5,Intel Core i9 9th Gen,2.3,8,1000,32,1650,8 GB,17.3,1.62
24,"ASUS ROG G703GI-XS71 17.3"" 144 Hz Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1080 16 GB Memory 256 GB SSD 2 TB SSHD Windows 10 Pro 64-bit Gaming Laptop",2799.99,ASUS,5,Intel Core i7 8th Gen,2.2,6,2256,16,1650,8 GB,17.3,1.91
25,"ASUS ROG G703GI-XS71 17.3"" 144 Hz Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1080 16 GB Memory 256 GB SSD 2 TB SSHD Windows 10 Pro 64-bit Gaming Laptop",2799.99,ASUS,5,Intel Core i7 8th Gen,2.2,6,2256,16,1650,8 GB,17.3,2.3
26,"MSI GS75 Stealth-202 17.3"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2080 Max-Q 16 GB Memory 256 GB NVMe SSD Windows 10 Pro 64-bit Gaming Laptop",2799,MSI,5,Intel Core i7 8th Gen,2.2,6,256,16,1650,8 GB,17.3,1.35
27,"MSI GS Series GS75 Stealth-480 17.3"" 144 Hz IPS Intel Core i9 9th Gen 9880H (2.30 GHz) NVIDIA GeForce RTX 2070 32 GB Memory 1 TB NVMe SSD Windows 10 Pro 64-bit Gaming Laptop",2798.6,MSI,5,Intel Core i9 9th Gen,2.3,8,1000,32,1650,8 GB,17.3,2.2
28,"MSI GE75 Raider-283 GE75283 Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 32GB RAM, 2TB  SATA SSD + 1TB  HDD , 17.3"" Full HD (1920x1080), NVIDIA RTX 2080, Wifi, Bluetooth, Win 10 Home)",2758.99,MSI,5,-1,2.4,6,640,12,1650,12,17.3,1.88
29,"HIDevolution Alienware Area-51M 17.3"" FHD 144Hz Gaming Laptop | Black | 3.6 GHz i9-9900K, RTX 2060, 8GB 2400MHz RAM, 1TB SSHD | Performance Upgrades & Warranty",2749,DELL,5,Intel Core i9 9th Gen,3.6,8,1008,8,1650,6 GB,17.3,2.5
30,"Open Box: ASUS ROG Zephyrus S GX701 Gaming Laptop, 17.3"" 144 Hz Pantone Validated FHD IPS, GeForce RTX 2080, Intel Core i7-8750H CPU, 16 GB DDR4, 1 TB PCIe NVMe SSD Hyper Drive, Windows 10 Pro - GX701GX-XS76",2748.99,ASUS,5,Intel Core i7 8th Gen,2.2,6,1000,16,1650,8 GB,17.3,1.89
31,"Open Box: ASUS ROG Zephyrus S GX701 Gaming Laptop, 17.3"" 144 Hz Pantone Validated FHD IPS, GeForce RTX 2080, Intel Core i7-8750H CPU, 16 GB DDR4, 1 TB PCIe NVMe SSD Hyper Drive, Windows 10 Pro - GX701GX-XS76",2748.99,ASUS,5,Intel Core i7 8th Gen,2.2,6,1000,16,1650,8 GB,17.3,1.65
32,"MSI GT Series GT63 TITAN-033 15.6"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 256 GB NVMe SSD 1 TB HDD Windows 10 Pro 64-bit Gaming Laptop",2721.29,MSI,5,Intel Core i7 8th Gen,2.2,6,11256,16,1650,8 GB,15.6,2.71
33,"GIGABYTE AERO 17 HDR XA-7US4130SQ 17.3"" 4K/UHD 60 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB SSD Windows 10 Pro 64-bit Gaming Laptop",2699,GIGABYTE,5,Intel Core i7 9th Gen,2.6,6,512,16,1650,8 GB,17.3,1.2
34,"MSI P75 Creator Gaming and Entertainment Laptop (Intel i9-9880H 8-Core, 32GB RAM, 1TB SSD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2070 (Max-Q), Fingerprint, Wifi, Bluetooth, Webcam, Win 10 Pro)",2699,MSI,5,Intel Core i9 9th Gen,2.3,8,640,32,1650,8 GB,17.3,1.35
35,"HIDevolution Razer Blade Pro 17 17.3” FHD 144Hz | Black | 2.6 GHz i7-9750H, RTX 2060, 16GB 2666MHz RAM, 512GB PCIe SSD | Performance Upgrades & Warranty",2679,Razer,5,Intel Core i7 9th Gen,2.6,6,516,16,1650,6 GB,17.3,1.44
36,"Open Box: MSI GT Series 17.3"" 4K/UHD GT73VR Titan Pro 4K-200 Intel Core i7 6820HK (2.70 GHz) GeForce GTX 1080 VR Ready 64 GB Memory 1 TB SSD (PCIE Gen3x4) 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop",2677,MSI,5,Intel Core i7 6th Gen,2.7,4,2000,64,1650,8 GB,17.3,2.1
37,"MSI GS Series GS65 8RF-074CA Stealth Thin 15.6"" Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 256 GB NVMe SSD Windows 10 Pro 64-Bit Gaming Laptop",2634.99,MSI,5,Intel Core i7 8th Gen,2.2,6,256,16,1650,8 GB,15.6,2.8
38,"Asus - Gaming Laptop - 17.3"" FHD IPS 144 Hz G-Sync, Intel Core i9-8950HK, NVIDIA GeForce RTX 2080, 16 GB DDR4 RAM, 512 GB SSD, RGB, Windows 10 Pro - ROG G703GX Desktop Replacement (G703GX-PS91K)",2599,ASUS,5,Intel Core i9 8th Gen,2.9,6,512,16,1650,8 GB,17.3,1.86
39,"ASUS ROG G703GX-PS91K Premium Desktop Replacement Gaming and Business Laptop (Intel i9-8950HK 6-Core, 16GB RAM, 512GB PCIe SSD, 17.3"" Full HD, GeForce RTX 2080, Win 10 Pro) VR Ready",2599,ASUS,5,Intel Core i7,2.9,6,640,16,1650,8 GB,17.3,2.1
40,"ASUS ROG G703GX-PS91K Premium Desktop Replacement Gaming and Business Laptop (Intel i9-8950HK 6-Core, 16GB RAM, 512GB PCIe SSD, 17.3"" Full HD, GeForce RTX 2080, Win 10 Pro) VR Ready",2599,ASUS,5,Intel Core i7,2.9,6,640,16,1650,8 GB,17.3,2
41,"HIDevolution MSI GT76 Titan DT 9SF 17.3” FHD 240Hz | 3.6 GHz i7-9700K, RTX 2070, 16GB 2666MHz RAM, 512GB PCIe SSD + 1TB HDD | Authorized Performance Upgrades & Warranty",2571,MSI,5,Intel Core i7 9th Gen,3.6,8,1512,16,1650,8 GB,17.3,2.65
42,"Lenovo ThinkPad P73 17.3"" UHD Laptop i7-9850H 16GB 512GB SSD W10P Quadro T2000",2560.99,Lenovo,5,-1,2.4,6,640,12,1650,12,17.3,2.3
43,"HP OMEN - 17t Gaming and Entertainment Laptop (Intel i9-9880H 8-Core, 8GB RAM, 512GB  SATA SSD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2080 (Max-Q), Wifi, Bluetooth, Webcam, 3xUSB 3.1, Win 10 Home)",2551.5,HP,5,Intel Core i9 9th Gen,2.3,8,640,8,1650,6 GB,17.3,2.2
44,"ASUS ZenBook Pro Duo UX581GV Gaming and Business Laptop (Intel i7-9750H 6-Core, 16GB RAM, 1TB SSD, 15.6"" Touch  4K UHD (3840x2160), NVIDIA RTX 2060, Wifi, Bluetooth, Webcam, 2xUSB 3.1, Win 10 Pro)",2499.99,ASUS,5,Intel Core i7 9th Gen,2.6,6,640,16,1650,6 GB,15.6,2.77
45,"ASUS ROG Zephyrus S GX701 Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 16GB RAM, 1TB SSD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2070, Wifi, Bluetooth, Webcam, 3xUSB 3.1, Win 10 Home)",2499.99,ASUS,5,Intel Core i7 9th Gen,2.6,6,640,16,1650,8 GB,17.3,1.37
46,"AORUS 15-X9-RT4AD Core i7-8750H NVIDIA GeForce RTX 2070 16 GB Memory 512 GB Intel SSD 1 TB HDD Win10 15.6"" FHD LG IPS 144 Hz Gaming Laptop -- ONLY @ NEWEGG",2499.95,Aorus,5,Intel Core i7 8th Gen,2.2,6,1512,16,1650,8 GB,15.6,2.2
47,"Acer Predator Triton 500 PT515-51-75L8 15.6"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2080 Max-Q 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop",2499,Acer,5,Intel Core i7 8th Gen,2.2,6,512,16,1650,8 GB,15.6,3.2
48,"Open Box: ROG Zephyrus S Ultra Slim Gaming Laptop, 15.6"" 144 Hz IPS-Type Full HD, GeForce RTX 2080, Intel Core i7-9750H Processor, 16 GB DDR4, 1 TB PCIe NVMe SSD, Aura Sync RGB, Windows 10 Pro, GX531GX-XB77",2488.99,ASUS,5,Intel Core i7 9th Gen,2.6,6,1000,16,1650,8 GB,15.6,2.3
49,"Open Box: MSI GS Series GS65 Stealth-667 15.6"" 240 Hz Intel Core i9 9th Gen 9880H (2.30 GHz) NVIDIA GeForce RTX 2070 32 GB Memory 1 TB NVMe SSD Windows 10 Pro 64-bit Gaming Laptop",2465,MSI,5,Intel Core i9 9th Gen,2.3,8,1000,32,1650,8 GB,15.6,2.8
50,Lenovo ThinkPad X1 15.6 FHD Gaming Laptop i7-9850H 32GB 512GB SSD W10P GTX 1650,2451.52,Lenovo,5,-1,2.4,6,640,12,1650,12,15.6,0.69
51,"HIDevolution Razer Blade 15 Advanced 15.6"" FHD 144Hz Gaming Laptop | Black | 2.2 GHz i7-8750H, RTX 2060, 16GB 2666MHz RAM, PCIe 512GB SSD | Performance Upgrades & Warranty",2449,Razer,5,Intel Core i7 8th Gen,2.2,6,512,16,1650,6 GB,15.6,2.2
52,"HP OMEN - 17t Gaming and Entertainment Laptop (Intel i9-9880H 8-Core, 8GB RAM, 512GB SSD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2080 (Max-Q), Wifi, Win 10 Home) with HP Z5000 Mouse , ME2 Backpack",2429,HP,5,Intel Core i9 9th Gen,2.3,8,640,8,1650,6 GB,17.3,1.86
53,"MSI GE Series GE63 Raider RGB-499 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2080 32 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop",2399,MSI,5,Intel Core i7 9th Gen,2.6,6,512,32,1650,8 GB,15.6,1.49
54,"HIDevolution Alienware Area-51M 17.3"" FHD 144Hz Gaming Laptop | Black | 3.6 GHz i7-9700K, RTX 2060, 8GB 2400MHz RAM, 1TB SSHD | Authorized Performance Upgrades & Warranty",2399,Alienware,5,Intel Core i7 9th Gen,3.6,8,1008,8,1650,6 GB,17.3,2.4
55,"GIGABYTE AERO 15-X9-RT5P Core i7-8750H NVIDIA GeForce RTX 2070 16 GB Memory 1 TB Intel SSD Win10 Pro 15.6"" FHD LG IPS 144 Hz Gaming Laptop",2399,GIGABYTE,5,Intel Core i7 8th Gen,2.2,6,1000,16,1650,8 GB,15.6,2.13
56,"CUK ASUS ROG Zephyrus S GX502GW Gaming Laptop (Intel i7-9750H, 32GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 2070 8GB, 15.6"" FHD IPS-Level 240Hz G-SYNC, Windows 10 Pro) Gamer Notebook Computer",2389.99,ASUS,5,Intel Core i7 9th Gen,2.6,6,1000,32,1650,8 GB,15.6,1.91
57,"Open Box: MSI GS65 Stealth THIN-259 Gaming Laptop GTX 1070 8 GB i7-8750H 15.6"" Windows 10 Pro 64-Bit",2384,MSI,5,Intel Core i7 8th Gen,2.2,6,1000,32,1650,8 GB,15.6,2
58,"MSI GT76 Titan 17.3"" 144 Hz IPS Desktop Performance Gaming Laptop Intel Core i7-9700K RTX 2070 16 GB DDR4 512 GB NVMe SSD Win10 VR Ready",2353.99,MSI,5,Intel Core i7 9th Gen,3.6,8,512,16,1650,8 GB,17.3,2.43
59,"ASUS ROG Strix SCAR II Gaming Laptop, 17.3” 144Hz IPS-Type FHD, NVIDIA GeForce RTX 2070 8GB, Intel Core i7-8750H CPU, 16GB DDR4 RAM, 512GB PCIe SSD + 1TB SSHD, RGB KB, Windows 10 - GL704GW-DS76",2329.19,ASUS,5,Intel Core i7 8th Gen,2.2,6,1512,16,1650,8 GB,17.3,2
60,"Open Box: MSI GT Series GT63 TITAN-032 15.6"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2080 16 GB Memory 256 GB NVMe SSD 1 TB HDD Windows 10 Pro 64-bit Gaming Laptop",2320,MSI,5,Intel Core i7 8th Gen,2.2,6,1256,16,1650,8 GB,15.6,2.8
61,"Razer Blade 15 RZ09-02705E75-R3U1 15.6"" Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 2 TB HDD Windows 10 Home 64-bit Gaming Laptop",2299.99,Razer,5,Intel Core i7 8th Gen,2.2,6,2256,16,1650,6 GB,15.6,1.7
62,Eluktronics N970TF Desktop Powered CPU Gaming Laptop - Intel i9-9900 Octa Core Processor Win 10 Home 8GB GDDR6 NVIDIA GeForce RTX 2070 17.3” Full HD 144Hz Display 2TB Performance SSD 64GB DDR4 RAM,2299.95,Eluktronics,5,Intel Core i9 9th Gen,3.1,8,640,64,1650,8 GB,17.3,1.7
63,"HIDevolution ASUS ROG Zephyrus S GX531GW 15.6"" FHD 144Hz Gaming Laptop | 2.2 GHz i7-8750H, RTX 2070 Max-Q, 16GB 2666MHz RAM, PCIe 512GB SSD | Authorized Performance Upgrades & Warranty",2299,ASUS,5,-1,2.4,6,640,12,1650,12,-1,1.4
64,"Open Box: ASUS ROG Zephyrus S GX531GX-XS74 15.6"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2080 16 GB Memory 512 GB SSD Windows 10 Pro 64-bit Gaming Laptop",2279.99,ASUS,5,Intel Core i7 8th Gen,2.2,6,512,16,1650,8 GB,15.6,1.86
65,"Dell Inspiron 7000 Flagship 15.6 inch Full HD Gaming Backlit Keyboard Laptop PC, Intel Core i7-6700HQ Quad-Core, NVIDIA GeForce GTX 960M with 4GB GDDR5, 8GB RAM, 1TB HDD + 8GB SSD, Windows 10",2277.98,-1,5,-1,2.4,6,640,12,1650,12,-1,1.8
66,"MSI GE75 8SF-097CA Raider 17.3"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB NVMe SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop",2249.95,MSI,5,Intel Core i7 8th Gen,2.2,6,1512,16,1650,8 GB,17.3,1.86
67,"MSI GS Series GS65 Stealth-004 15.6"" 144 Hz Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 256 GB NVMe SSD Windows 10 Pro 64-bit Gaming Laptop",2242.98,MSI,5,Intel Core i7 8th Gen,2.2,6,256,16,1650,8 GB,15.6,1.44
68,"Dell G3 3779, 2019 Flagship 17.3 Full HD IPS Gaming Laptop, Intel Quad-Core i5-8300H, 12GB DDR4, 1TB Hybrid HDD, 4GB GTX 1050 HDMI Backlit Keyboard 802.11ac Bluetooth 5.0 MaxxAudio Thunderbolt Win 10",2234.95,-1,5,-1,2.4,6,640,12,1650,12,-1,1.9
69,"Dell G3 3779, 2019 Flagship 17.3 Full HD IPS Gaming Laptop, Intel Quad-Core i5-8300H, 8GB DDR4, 1TB Hybrid HDD, 4GB GTX 1050 HDMI Backlit Keyboard 802.11ac Bluetooth 5.0 MaxxAudio Thunderbolt Win 10",2234.95,-1,5,-1,2.4,6,640,12,1650,12,-1,3
70,"Dell G3 3779, 2019 Flagship 17.3 Full HD IPS Gaming Laptop, Intel Quad-Core i5-8300H, 12GB DDR4, 1TB Hybrid HDD, 4GB GTX 1050 HDMI Backlit Keyboard 802.11ac Bluetooth 5.0 MaxxAudio Thunderbolt Win 10",2234.95,-1,5,-1,2.4,6,640,12,1650,12,-1,1.252
71,"2019 ASUS TUF 15.6"" FHD Gaming Laptop Computer, AMD Ryzen 7 3750H Quad-Core up to 4.0GHz, 8GB DDR4 RAM, 256GB PCIe SSD, GeForce GTX 1660 Ti 6GB, 802.11ac WiFi, Bluetooth 4.2, USB 3.1, Windows 10",2234.95,-1,5,-1,2.4,6,640,12,1650,12,-1,1.4
72,"Dell Inspiron 7000 Flagship 15.6 inch Full HD Gaming Backlit Keyboard Laptop PC, Intel Core i7-6700HQ Quad-Core, NVIDIA GeForce GTX 960M with 4GB GDDR5, 8GB RAM, 1TB HDD + 8GB SSD, Windows 10",2234.95,-1,5,-1,2.4,6,640,12,1650,12,-1,2.2
73,"MSI GL Series GL75 9SFK-1228CA 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop",2207.99,MSI,5,Intel Core i7 9th Gen,2.6,6,512,16,1650,8 GB,17.3,2.7
74,"ASUS ROG Strix Hero III (2019) Gaming Laptop, 17.3"" 144 Hz IPS Type FHD, GeForce RTX 2070, Intel Core i7-9750H, 16 GB DDR4, 512 GB PCIe SSD + 1 TB FireCuda, Per-Key RGB KB, Win10 Home, G731GW-DB76",2199.99,ASUS,5,Intel Core i7 9th Gen,2.6,6,1512,16,1650,8 GB,17.3,2.1
75,Eluktronics N970TF Desktop Powered CPU Gaming Laptop - Intel i7-9700 Octa Core Processor Win 10 Home 8GB GDDR6 NVIDIA GeForce RTX 2070 17.3” Full HD 144Hz Display 2TB Performance SSD 64GB DDR4 RAM,2199.95,Eluktronics,5,Intel Core i7 9th Gen,3,8,640,64,1650,8 GB,17.3,2.2
76,"MSI GS Series GS75 Stealth-249 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 32 GB Memory 512 GB NVMe SSD Windows 10 Pro 64-bit Gaming Laptop",2199,MSI,5,Intel Core i7 9th Gen,2.6,6,512,32,1650,6 GB,17.3,2.2
77,"GIGABYTE AORUS 17 XA Gaming Laptop - 17.3"" FHD 240 Hz - Intel Core 9th Gen i7-9750H (2.60 GHz) - NVIDIA GeForce RTX 2070 GDDR6 8 GB - 16 GB DDR4 RAM - 512 GB M.2 PCIe SSD - Windows 10 - XA-7US2130SH",2199,Aorus,5,Intel Core i7 9th Gen,2.6,6,512,16,1650,8 GB,17.3,2.02
78,"ASUS - Gaming Laptop - 15.6"" FHD IPS-type 144 Hz, Intel Core i7-9750H, NVIDIA GeForce RTX 2070, 16 GB DDR4, 512 GB SSD, Per-Key RGB KB, Windows 10 Pro, ROG Strix Hero III (G531GW-XB74)",2190.83,ASUS,5,Intel Core i7 9th Gen,2.6,6,512,16,1650,8 GB,15.6,2.2
79,"ASUS - Gaming Laptop - 15.6"" FHD IPS-type 144 Hz, Intel Core i7-9750H, NVIDIA GeForce RTX 2070, 16 GB DDR4, 512 GB SSD, Per-Key RGB KB, Windows 10 Pro, ROG Strix Hero III (G531GW-XB74)",2190.83,ASUS,5,Intel Core i7 9th Gen,2.6,6,512,16,1650,8 GB,15.6,2.5
80,"ASUS GL531GW-PB74 15.6"" 120 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB PCIe SSD Windows 10 Home 64-bit Gaming Laptop",2183.99,ASUS,5,Intel Core i7 9th Gen,2.6,6,512,16,1650,8 GB,15.6,1.88
81,"Dell G3 3579 Gaming Laptop 2019 Flagship, 15.6"" Full HD IPS Anti-Glare Display, Intel Quad-Core i5-8300H, 16GB DDR4, 2TB HDD, 4GB GTX 1050 Bluetooth 5.0 WiFi HDMI MaxxAudio Backlit Keyboard Win 10",2179.95,-1,5,-1,2.4,6,640,12,1650,12,-1,0.92
82,"Dell G3 3579 Gaming Laptop 2019 Flagship, 15.6"" Full HD IPS Anti-Glare Display, Intel Quad-Core i5-8300H, 16GB DDR4, 2TB HDD, 4GB GTX 1050 Bluetooth 5.0 WiFi HDMI MaxxAudio Backlit Keyboard Win 10",2179.95,-1,5,-1,2.4,6,640,12,1650,12,-1,1.63
83,"Lenovo ThinkPad T490 20RY0000US 14"" Laptop i7-10510U 16GB 1TB SSD Windows 10 Pro",2170.8,-1,5,-1,2.4,6,640,12,1650,12,14,2.2
84,"Open Box: Lenovo Legion Y920 80YW000EUS 17.3"" FHD GTX 1070 8 GB VRAM i7-7820HK 16 GB Memory 1 TB HDD + 512 GB SSD Windows 10 Home Gaming Laptop",2159.99,Lenovo,5,Intel Core i7 7th Gen,2.9,4,1512,16,1650,8 GB,17.3,2.1
85,"ASUS ROG Strix Scar III G731GW Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 16GB RAM, 256GB  SATA SSD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2070, Wifi, Bluetooth, 1xUSB 3.2, Win 10 Home)",2149,ASUS,5,Intel Core i7 9th Gen,2.6,6,640,16,1650,12,17.3,2.65
86,"Lenovo ThinkPad X1 Carbon 14"" FHD Laptop i7-10510U 16GB 512GB SSD Windows 10 Pro",2116.73,-1,5,-1,2.4,6,640,12,1650,12,14,1.83
87,"Acer Predator Helios 500 PH517-51-72NU 17.3"" 144 Hz IPS GTX 1070 8 GB VRAM i7-8750H 16 GB Memory 1 TB HDD + 256 GB SSD Windows 10 Home Gaming Laptop",2110.99,Acer,5,Intel Core i7 8th Gen,2.2,6,1256,16,1650,8 GB,17.3,1.96
88,"HP Elite Dragonfly 13.3"" 4K 2 in 1 Touchscreen Laptop i7-8665U 16GB 1TB SSD W10P",2103.21,-1,5,-1,2.4,6,640,12,1650,12,13.3,2.2
89,"Acer Predator 17 G9-793-79V5 Gaming Laptop Intel Core i7-7700HQ , GeForce GTX 1070, 17.3"" Full HD G-SYNC, 16 GB DDR4, 1 TB HDD, 256 GB SSD, Windows 10 Home",2099.95,Acer,5,Intel Core i7 7th Gen,2.8,4,1256,16,1650,8 GB,17.3,1.21
90,Gigabyte AORUS 15-X9-RT4BD 15.6 in. Intel Core i7-8750H 2.2GHz 16GB DDR4 2TB HDD Plus 512GB Solid State Drive RTX 2070 USB 3.1 Windows 10 Home Ultrabook,2099,GIGABYTE,5,-1,2.4,6,2512,16,1650,12,15.6,2.45
91,"MSI GE75 9SE-426CA Raider 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop",2085.99,MSI,5,Intel Core i7 9th Gen,2.6,6,512,16,1650,6 GB,17.3,2.2
92,"XPC GE63 Raider RGB VR Ready Gamer Notebook (Intel 8th Gen i7-8750H, 32GB RAM, 512GB NVMe SSD + 1TB HDD, NVIDIA RTX 2080 8GB, 15.6"" Full HD 144Hz 3ms, Windows 10) Gaming Laptop Computer",2070,XOTIC PC,5,Intel Core i7 8th Gen,2.2,6,640,32,1650,8 GB,15.6,1.49
93,"MSI GE65 Raider-052 Essential (i7-9750H, 32GB RAM, 1TB NVMe SSD, NVIDIA RTX 2060 6GB, 15.6"" Full HD 240Hz 3ms, Windows 10) VR Ready Gaming Laptop",2070,XOTIC PC,5,Intel Core i7 9th Gen,2.6,6,640,32,1650,6 GB,15.6,2.65
94,"HP Omen 15-dg0010nr 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB SSD Gaming Laptop",2069,HP,5,Intel Core i7 9th Gen,2.6,6,512,16,1650,8 GB,15.6,1.25
95,"ASUS - Gaming Laptop - 17.3"" 144 Hz IPS G-Sync - Intel Core i7-9750H - NVIDIA GeForce RTX 2060 - 16 GB RAM - 512 GB SSD - Windows 10 Home - ROG Zephyrus S GX701 (GX701GV-PB74)",2046.99,ASUS,5,Intel Core i7 9th Gen,2.6,6,512,16,1650,6 GB,17.3,1.5
96,"Lenovo ThinkPad X1 14"" FHD Touchscreen Laptop i7-10510U 16GB 512GB SSD Win10 Pro",2039.96,-1,5,-1,2.4,6,640,12,1650,12,14,2.2
97,"Lenovo ThinkPad P1 20QT0014US 15.6"" Mobile Laptop i7-9750H 16GB 512GB SSD W10P",2036.33,-1,5,-1,2.4,6,640,12,1650,12,15.6,2.2
98,"HP OMEN 17-cb0050nr 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2080 16 GB Memory 256 GB SSD 1 TB HDD Gaming Laptop",2029.99,HP,5,Intel Core i7 9th Gen,2.6,6,1256,16,1650,8 GB,17.3,2
99,"ASUS TUF 15.6 Inch FHD 1080p Premium Gaming Laptop - AMD Ryzen 5 3550H up to 3.7GHz, NVIDIA GeForce GTX 1050 3GB, 8GB DDR4 RAM, 256GB SSD, Backlit KB, HDMI, WiFi, Windows 10, Black",2016.95,-1,5,-1,2.4,6,640,12,1650,12,-1,2.62
100,"ASUS TUF 15.6 Inch FHD 1080p Premium Gaming Laptop - AMD Ryzen 5 3550H up to 3.7GHz, NVIDIA GeForce GTX 1050 3GB, 8GB DDR4 RAM, 256GB SSD, Backlit KB, HDMI, WiFi, Windows 10, Black",2016.95,-1,5,-1,2.4,6,640,12,1650,12,-1,1.91
