name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 512GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",533.06,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,512,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 1024GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",620.78,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,512,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 128GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",465.59,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,512,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 512GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",485.83,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,512,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",506.07,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,2000,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",425.1,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1000,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 512GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",526.32,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,512,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 512GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",553.31,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,512,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 512GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",553.31,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,512,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",452.09,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,2000,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 128GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",479.08,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,128,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 128GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",458.84,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,128,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",431.85,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,500,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 128GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",506.07,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,128,12 GB,AMD Radeon Vega 8,,"15.6"""
"Refurbished: Lenovo A Grade Laptop ThinkPad X250 Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB Memory 240 GB SSD Intel® HD Graphics 5500 12.5"" Windows 10 Pro 64-Bit",291.99,Lenovo,ThinkPad,X250,4,Windows 10 Pro 64-Bit,Intel Core i5 5th Gen,5300U (2.30 GHz),Dual-core Processor,240 GB SSD,8 GB,Intel® HD Graphics 5500,,"12.5"""
"Refurbished: Lenovo ThinkPad X240 1366x768 12.5"" Notebook PC, Intel Core i5-4300U 1.9GHz, 8GB DDR3 RAM, 500GB SSD, Win-10 Pro x64",301.11,Lenovo,ThinkPad,X240,5,Windows 10 Pro,Intel Core i5 4th Gen,4300U (1.90 GHz),Dual-core Processor,500 GB,8 GB,Intel HD Graphics 4400,,"12.5"""
"HP Laptop ProBook 440 G5 (2SU16UT#ABA) Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB PCIe NVMe SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-Bit",759.99,HP,ProBook,440 G5 (2SU16UT#ABA),4,Windows 10 Pro 64-Bit,Intel Core i7 8th Gen,8550U (1.80 GHz),Quad-core Processor,256 GB PCIe NVMe SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"14.0"""
"Dell™ Inspiron 15 3000 Laptop, 15.6"" Touch Screen, 8th Gen Intel® Core™ i3, 8GB Memory, 256GB Solid State Drive, Windows® 10 Home, I3583-3919BLK-PUS",420.49,DELL,,Inspiron 15,,Windows 10 Home,Intel Core i3 8th Gen,8145U (2.10 GHz),,256GB solid state drive,8 GB,,,"15.6"""
"Lenovo Laptop IdeaPad 330-15AST 81D600TCUS AMD A9-Series A9-9425 (3.10 GHz) 8 GB Memory 256 GB SSD AMD Radeon R5 Series 15.6"" Windows 10 Home 64-bit",314.49,Lenovo,IdeaPad 330-15AST,81D600TCUS,,Windows 10 Home 64-bit,AMD A9-Series,A9-9425 (3.10 GHz),Dual-core Processor,256 GB SSD,8 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"Refurbished: DELL Laptop Latitude E6430 Intel Core i7 3rd Gen 3520M (2.90 GHz) 16 GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",350,DELL,Latitude,E6430,5,Windows 10 Pro 64-Bit,Intel Core i7 3rd Gen,3520M (2.90 GHz),,256 GB SSD,16 GB,,,"14.0"""
"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 16GB RAM, 256GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",399,Lenovo,IdeaPad,130,3,Windows 10 Pro,AMD Dual-Core Processor,A9-9425 (3.10 GHz),Dual-core Processor,256GB SSD,16 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"Apple - MacBook Air - 13.3"" Retina Display - Intel Core i5-8210Y - 8 GB Memory - 128 GB PCIe SSD - Silver laptop - MREA2LL/A","1,129.00",Apple,MacBook Air,MRE82LL/A,,Mac OS X v10.14 Mojave,Intel Core i5 8th Gen,8210Y (1.60 GHz),Dual-core Processor,128 GB PCIe-based SSD,8 GB,Intel UHD Graphics 617,Shared system memory,"13.3"""
"Lenovo 14"" FHD Anti-Glare Display Light Thin school Laptop, AMD Dual Core A6-9220C 1.8GHz Up to 2.7GHz, 4GB RAM, 64GB eMMC + 128GB SD Card, WiFi, HDMI, Bluetooth, HD Webcam, USB Type C, Windows 10 Pro",723.95,,,,,,,,,192,4,,,No
"Lenovo Laptop ThinkPad E595 20NF0012US AMD Ryzen 5 2nd Gen 3500U (2.10 GHz) 8 GB Memory 256 GB SSD AMD Radeon Vega 8 15.6"" Windows 10 Pro 64-bit",539,Lenovo,ThinkPad E595,20NF0012US,4,Windows 10 Pro 64-bit,AMD Ryzen 5 2nd Gen,3500U (2.10 GHz),Quad-core Processor,256 GB M.2 PCIe NVMe SSD,8 GB,AMD Radeon Vega 8,Shared system memory,"15.6"""
"ASUS X441BA - 14"" HD - AMD A6-9225 - AMD Radeon R4-4GB - 500GB HDD - Silver",216,ASUS,,X441BA,3,Windows 10,AMD Dual-Core Processor,A6-9225 (2.60 GHz),Dual-core Processor,500 GB,4 GB,AMD Radeon R4 Series,Shared system memory,"14.0"""
"ASUS ZenBook 3 Deluxe UX490UA-XH74-BL 14"" FHD Ultraportable Laptop, Intel Core i7-8550U, 16 GB RAM, 512 GB NVMe SSD, Windows 10 Pro, Royal Blue","1,019.99",ASUS,ZenBook Deluxe,UX490UA-XH74-BL,4,Windows 10 Pro 64-bit,Intel Core i7 8th Gen,8550U (1.80 GHz),Quad-core Processor,512 GB SSD,16 GB LPDDR3,Intel UHD Graphics 620,Shared system memory,"14.0"""
"Lenovo ThinkPad T470s 20JSS0KS00 14"" Notebook - 1920 x 1080 - Core i5 i5-6300U - 8 GB RAM - 256 GB SSD - Black",699.99,Lenovo,ThinkPad,T470s,,Windows 10 Pro,Intel Core i5,2.40 GHz,Dual-core Processor,256GB PCie NVMe M.2 SSD,8 GB,HD Graphics 520,,"14.0"""
"Newest Lenovo IdeaPad S145 15.6"" HD Business Laptop, AMD A6-9225 Dual-core Upto 3.0GHz, 4GB RAM, 1TB HDD, AMD Radeon R4 Graphics, HDMI, WIFI, Card Reader, Bluetooth, Windows 10",318.99,Lenovo,,IdeaPad S145,3,Windows 10 Home,AMD A6-Series,A6-9225 (2.60 GHz),Dual-core Processor,1TB HDD,4 GB,AMD Radeon R4 Graphics,,"15.6"""
"Refurbished: HP Grade A Laptop ProBook 640 G2 Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 512 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit",319.99,HP,ProBook,640 G2,,Windows 10 Home 64-bit,Intel Core i5 6th Gen,6300U (2.40 GHz),Dual-core Processor,512 GB SSD,8 GB,Intel HD Graphics 520,Shared system memory,"14.0"""
"ASUS Laptop VivoBook F505ZA-DB31 AMD Ryzen 3 2200U (2.50 GHz) 6 GB Memory 1 TB SSHD AMD Radeon Vega 3 15.6"" Windows 10 Home 64-Bit",429.99,ASUS,VivoBook,F505ZA-DB31,3,Windows 10 Home 64-bit,AMD Ryzen 3 1st Gen,2200U (2.50 GHz),Dual-core Processor,1 TB SSHD (8 GB Cache) FireCuda,6 GB,AMD Radeon Vega 3,Shared system memory,"15.6"""
"Refurbished: DELL A Grade Laptop E5430 Intel Core i5 3rd Gen 3320M (2.60 GHz) 16 GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",327.32,DELL,,E5430,5,Windows 10 Pro 64-Bit,Intel Core i5 3rd Gen,3320M (2.60 GHz),,256 GB SSD,16 GB,,,"14.0"""
"ASUS Laptop F705MA-DS21Q Intel Pentium Silver N5000 (1.10 GHz) 8 GB Memory 1 TB HDD Intel UHD Graphics 605 17.3"" Windows 10 Home 64-Bit",504.07,ASUS,,F705MA-DS21Q,5,Windows 10 Home 64-Bit,Intel Pentium Silver,N5000 (1.10 GHz),Quad-core Processor,1 TB,8 GB,Intel UHD Graphics 605,Shared system memory,"17.3"""
"ASUS ZenBook 13 8th-Gen Intel Whiskey Lake Core i5-8265U Processor, 8 GB LPDDR3, 256 GB PCIe SSD, Backlit KB, NumberPad, Military-Grade, Windows 10 - UX333FA-DH51, Ultra-Slim Laptop FHD WideView",839,ASUS,ZenBook,UX333FA-DH51,5,Windows 10 Home 64-bit,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,256 GB M.2 NVMe PCIe Gen3x2 SSD,8 GB LPDDR3,Intel UHD Graphics 620,Shared system memory,"13.3"""
"ASUS VivoBook S510UN-EH76 15.6"" Full HD Thin and Portable Laptop, Intel Core i7-8550U 1.8 GHz Processor, NVIDIA GeForce MX150 2 GB, 8 GB DDR4 RAM, 256 GB M.2 SSD + 1 TB HDD, Windows 10 Home Signature",946.97,ASUS,VivoBook,S510UN-EH76,3,Windows 10 Signature Edition,Intel Core i7 8th Gen,8550U (1.80 GHz),Quad-core Processor,1 TB HDD + 256 GB SSD,8 GB,NVIDIA GeForce MX150,2 GB,"15.6"""
"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 8GB RAM, 128GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home S",299.99,Lenovo,IdeaPad,130,3,Windows 10 Home,AMD Dual-Core Processor,A9-9425 (3.10 GHz),Dual-core Processor,128GB SSD,8 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"ASUS Laptop  AMD A12-Series A12-9700P (2.50 GHz) 8 GB Memory 1 TB SSHD (8 GB Cache) AMD Radeon R7 Series 15.6"" Windows 10 Home 64-Bit X555QA-DH12",499.99,ASUS,,X555QA-DH12,4,Windows 10 Home 64-Bit,AMD A12-Series,A12-9700P (2.50 GHz),Quad-core Processor,1 TB SSHD (8 GB Cache),8 GB,AMD Radeon R7 Series,Shared system memory,"15.6"""
"ASUS VivoBook S Intel Core i5-8250U Processor, 8 GB DDR4 RAM, 256 GB SSD, NVIDIA GeForce MX150 15.6"" FHD WideView Display, ASUS NanoEdge Bezel, Metal Cover, FingerPrint Ultra Thin and Portable Laptop",629,ASUS,VivoBook S,S510UN-MS52,3,Windows 10 Home 64-bit,Intel Core i5 8th Gen,8250U (1.60 GHz),Quad-core Processor,256 GB SSD,8 GB,NVIDIA GeForce MX150,2 GB,"15.6"""
"Dell Inspiron 15.6"" TouchScreen HD Laptop,8th Gen Intel Core i5-8265U,8GB DDR4,256GB SSD,Intel UHD Graphics 620,Wifi-AC, Bluetooth 4.1,HDMI,USB, Windows 10 Pro",525,,,,,,,,,256,8,,,
"ASUS ZenBook 14 Ultra-Slim Laptop 14"" Full HD NanoEdge Bezel, Intel Core i5-8265U (Whiskey Lake), 8 GB RAM, 256 GB PCIe SSD, Backlit KB, NumberPad, Windows 10 Pro - UX433FA-XH54, Icicle Silver",849,ASUS,ZenBook 14,UX433FA-XH54,4,Windows 10 Pro 64-bit,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,256 GB,8 GB LPDDR3,Intel UHD Graphics 620,Shared system memory,"14.0"""
Dell Inspiron 3000 Series 15.6 Inch Thin and Light Customize Laptop Intel core i5-7200U processor 4GB RAM 128GB SSD Upgradable to 16GB RAM 1024GB SSD Windows 10 Black,493.38,DELL,,,,Windows 10 Home,Intel Core i5,2.50 GHz,Dual-core Processor,128,4 GB,Intel HD Graphics 620,,"15.6"""
"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 4GB RAM, 256GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",319.99,Lenovo,IdeaPad,130,5,Windows 10 Pro,AMD Dual-Core Processor,A9-9425 (3.10 GHz),Dual-core Processor,256GB SSD,4 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"Dell Inspiron 15.6"" Premium Customized Full HD Touch Laptop Intel 8th Gen Quad-Core i5-8250U Processor 16GB RAM 512GB SSD 1TB HDD DVD HDMI Upgradable to 16GB RAM 1TB SSD 2TB HDD Windows 10 Blue",737.41,DELL,,,5,Windows 10 Home,Intel Core i5,1.60 GHz,Quad-core Processor,"512 SSD, 1000 HDD",16 GB,Intel UHD Graphics 620,,"15.6"""
"Lenovo Laptop IdeaPad 330 81D2005CUS AMD Ryzen 5 1st Gen 2500U (2.00 GHz) 8 GB Memory 256 GB SSD AMD Radeon Vega 8 15.6"" Windows 10 Home 64-Bit",529.99,Lenovo,IdeaPad 330,81D2005CUS,4,Windows 10 Home 64-Bit,AMD Ryzen 5 1st Gen,2500U (2.00 GHz),Quad-core Processor,256 GB SSD,8 GB,AMD Radeon Vega 8,Shared system memory,"15.6"""
"Dell Vostro 15 (5581) Business Laptop (Intel i7-8565U 4-Core, 16 GB RAM, 512 GB PCIe SSD, 15.6"" Full HD (1920x1080), NVIDIA GeForce MX130, WiFi, Bluetooth, Webcam, 2 x USB 3.1, 1 x HDMI, Win 10 Pro)","1,199.00",DELL,Vostro,15-5581,5,Windows 10 Pro,Intel Core i7 8th Gen,1.80 GHz,Quad-core Processor,512 GB SSD,16 GB,NVIDIA GeForce MX130,2 GB,"15.6"""
"Dell Inspiron 15.6"" TouchScreen HD Laptop,8th Gen Intel Core i5-8265U,8GB DDR4,128GB SSD,Intel UHD Graphics 620,Wifi-AC, Bluetooth 4.1,HDMI,USB, Windows 10 Pro",495.99,DELL,Inspiron,3583,,Windows 10 Pro,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,128GB SSD,8 GB,Intel UHD Graphics 620,,"15.6"""
"Refurbished: Lenovo Grade A ThinkPad T460 14.0"" Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 16 GB DDR3L 512 GB SSD WIFI Bluetooth Windows 10 Home 64-bit (Multi-language)",459.99,Lenovo,ThinkPad,T460,,Windows 10 Home 64-bit,Intel Core i5 6th Gen,6300U (2.40 GHz),Dual-core Processor,512 GB SSD,16 GB,Intel HD Graphics 520,Shared system memory,"14.0"""
"Refurbished: Dell Grade A Latitude E7250 12.5"" Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB DDR3L 240 GB SSD Windows 10 Home 64-bit (Multi-language)",285.99,DELL,Latitude,E7250,,Windows 10 Home 64-bit,Intel Core i5 5th Gen,5300U (2.30 GHz),Dual-core Processor,240 GB SSD,8 GB,Intel HD Graphics 5500,Shared system memory,"12.5"""
"Refurbished: HP Grade A Laptop ProBook 640 G2 Intel Core i5 6th Gen 6300U (2.40 GHz) 16 GB Memory 512 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Home 64-bit",418.99,HP,ProBook,640 G2,,Windows 10 Home 64-bit,Intel Core i5 6th Gen,6300U (2.40 GHz),Dual-core Processor,512 GB SSD,16 GB,Intel HD Graphics 520,Shared system memory,"14.0"""
"HP 240 G6 14"" HD Notebook, Intel Dual-Core N4000 Upto 2.6GHz, 4GB RAM, 500GB HDD, VGA, HDMI, LAN, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",269.99,HP,240,G6,5,Windows 10 Home,Intel Celeron Dual-Core,N4000 (1.10 GHz),Dual-core Processor,500GB HDD,4 GB,Intel UHD Graphics 600,Shared system memory,"14.0"""
"Refurbished: HP Grade A Elitebook Folio 9480M 14.0"" Laptop Intel Core i5 4th Gen 4310U (2.00 GHz) 8 GB DDR3L 512 GB SSD WIFI Windows 10 Home 64-bit (Multi-language)",307.99,HP,EliteBook Folio,9480M,,Windows 10 Home 64-bit,Intel Core i5 4th Gen,4310U (2.00 GHz),Dual-core Processor,512 GB SSD,8 GB,Intel HD Graphics 4400,Shared system memory,"14.0"""
"Refurbished: HP Grade A Probook 640 G1 14.0"" Laptop Intel Core i5 4th Gen 4200M (2.50 GHz) 16 GB DDR3L 360 GB SSD WIFI Windows 10 Home 64-bit (Multi-language)",351.99,HP,ProBook,640 G1,,Windows 10 Home 64-bit,Intel Core i5 4th Gen,4200M (2.50 GHz),Dual-core Processor,360 GB SSD,16 GB,Intel HD Graphics 4600,Shared system memory,"14.0"""
"HP 17.3"" HD+ TouchScreen Notebook,8th Gen Intel Quad Core i5-8265U Processor,16GB DDR4 RAM,128GB SSD,Intel UHD Graphics 620,DVD-RW,Wifi,Bluetooth 4.2,USB,HDMI, Windows 10 Pro",699,HP,HP17HD+,1953CL,,Windows 10 Pro,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,128GB SSD,16 GB,Intel UHD Graphics 620,,"17.3"""
"Microsoft Laptop Surface Laptop DAJ-00021 Intel Core i7 7th Gen 7660U (2.50 GHz) 8 GB Memory 256 GB SSD Intel Iris Plus Graphics 640 13.5"" Touchscreen Windows 10 S",865.99,Microsoft,Surface Laptop,DAJ-00021,,Windows 10 S,Intel Core i7 7th Gen,7660U (2.50 GHz),Dual-core Processor,256 GB SSD,8 GB,Intel Iris Plus Graphics 640,Shared system memory,"13.5"""
"Refurbished: HP Grade A Probook 640 G1 14.0"" Laptop Intel Core i5 4th Gen 4200M (2.50 GHz) 8 GB DDR3L 360 GB SSD WIFI Windows 10 Home 64-bit (Multi-language)",292.99,HP,ProBook,640 G1,,Windows 10 Home,Intel Core i5 4th Gen,4200M (2.50 GHz),Dual-core Processor,360 GB SSD,8 GB,Intel HD Graphics 4600,Shared system memory,"14.0"""
"Refurbished: Dell Latitude 14 7000 E7450 Core I5 16GB 256GB SSD 14"" Win 10 pro 1 Year warranty",348,,Latitude,7450,5,Windows 10 Pro,Intel Core i5 5th Gen,5300U (2.30 GHz),,256,16 GB,,,
"HP Laptop ProBook 470 G5 Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 500 GB HDD NVIDIA GeForce 930MX 17.3"" Windows 10 Pro 64-bit",801.97,HP,ProBook,470 G5,5,Windows 10 Pro 64-bit,Intel Core i5 8th Gen,8250U (1.60 GHz),Quad-core Processor,500 GB,8 GB,NVIDIA GeForce 930MX,2 GB,"17.3"""
"ASUS ZenBook 14"" Intel Core Whiskey Lake i7-8565U Processor, 16 GB LPDDR3, 512 GB PCIe SSD, Backlit KB, FHD Nano-Edge Bezel Windows 10 - UX433FA-DH74, Royal Blue","1,099.99",ASUS,ZenBook 14,UX433FA-DH74,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8565U (1.80 GHz),Quad-core Processor,512 GB M.2 NVMe PCIe Gen3x2 SSD,16 GB LPDDR3,Intel UHD Graphics 620,Shared system memory,"14.0"""
"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 8GB RAM, 128GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",319.99,Lenovo,IdeaPad,130,2,Windows 10 Pro,AMD Dual-Core Processor,A9-9425 (3.10 GHz),Dual-core Processor,128GB SSD,8 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"Dell inspiron 15.6"" TouchScreen Full HD Laptop,Intel Core i3-8130U,4GB DDR4 RAM,128GB SSD Plus 1TB HDD,Intel® UHD Graphics 620, Wifi-AC,Bluetooth 4.2,DVD-RW, HDMI,USB,Windows 10 Pro",540,DELL,Inspiron,5570,5,Windows 10 Pro,Intel Core i3 8th Gen,8130U (2.20 GHz),,128GB SSD Plus 1TB HDD,4 GB,Intel UHD Graphics 620,,"15.6"""
"Dell Inspiron 15.6"" HD Laptop,8th Gen Intel Core i7-8565U,16GB DDR4,256GB SSD,Intel UHD Graphics 620,Wifi-AC, Bluetooth 4.1,HDMI,USB, Windows 10 Pro",699,DELL,Inspiron,3583,,Windows 10 Pro,Intel Core i7 8th Gen,8565U (1.80 GHz),Quad-core Processor,256GB SSD,16 GB,Intel UHD Graphics 620,,"15.6"""
"Dell Inspiron 15.6"" HD Laptop,8th Gen Intel Core i7-8565U,16GB DDR4,1TB SSD,Intel UHD Graphics 620,Wifi-AC, Bluetooth 4.1,HDMI,USB, Windows 10 Pro",799,DELL,Inspiron,3583,,Windows 10 Pro,Intel Core i7 8th Gen,8565U (1.80 GHz),Quad-core Processor,1TB SSD,16 GB,Intel UHD Graphics 620,,"15.6"""
"Lenovo IdeaPad 330 15.6"" HD Notebook, Intel Dual-Core i3-8130U Upto 3.4GHz, 8GB DDR4, 128GB SSD, HDMI, USB Type-C, Card Reader, Wifi, Bluetooth, Windows 10 Home 64Bit (Plum Purple)",389.99,Lenovo,IdeaPad,330,5,Windows 10 Home,Intel Core i3 8th Gen,8130U (2.20 GHz),Dual-core Processor,128GB SSD,8 GB,Intel HD Graphics 620,Shared system memory,"15.6"""
"Acer Aspire 5 Series 15.6"" Full HD Notebook, Intel Core i5-7200U 2.5GHz Upto 3.1GHz, 8GB DDR4, 256GB SSD, HDMI, Card Reader, Wifi, Bluetooth, Webcam, USB Type-C, Windows 10 Professional 64Bit",534.99,Acer,Aspire,5 Series,5,Windows 10 Pro,Intel Core i5 7th Gen,7200U (2.50 GHz),Dual-core Processor,256GB SSD,8 GB,Intel HD Graphics 620,Shared system memory,"15.6"""
"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 16GB RAM, 512GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",459.99,Lenovo,IdeaPad,130,4,Windows 10 Pro,AMD Dual-Core Processor,A9-9425 (3.10 GHz),Dual-core Processor,512GB SSD,16 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"Lenovo Laptop IdeaPad 320-15ABR 80XS0024US AMD A12-Series A12-9720P (2.70 GHz) 8 GB Memory 1 TB HDD AMD Radeon R7 Series 15.6"" Windows 10 Home 64-Bit",389.98,Lenovo,IdeaPad 320-15ABR,80XS0024US,4,Windows 10 Home 64-Bit,AMD A12-Series,A12-9720P (2.70 GHz),Quad-core Processor,1 TB,8 GB,AMD Radeon R7 Series,Shared system memory,"15.6"""
"HP Laptop ProBook 470 G5 (2UA28UT#ABA) Intel Core i7 8th Gen 8550U (1.80 GHz) 16 GB Memory 256 GB SSD NVIDIA GeForce 930MX 17.3"" Windows 10 Pro 64-Bit","1,183.97",HP,ProBook,470 G5 (2UA28UT#ABA),4,Windows 10 Pro 64-Bit,Intel Core i7 8th Gen,8550U (1.80 GHz),Quad-core Processor,256 GB SSD,16 GB,NVIDIA GeForce 930MX,2 GB,"17.3"""
"Apple Laptop MacBook Air MMGF2LL/A Intel Core i5 5th Gen 1.60 GHz 8 GB LPDDR3 Memory 128 GB PCIe-Based Flash Storage Intel HD Graphics 6000 13.3"" Mac OS X v10.12 Sierra (Early 2015)",849.99,Apple,MacBook Air,MMGF2LL/A,5,Mac OS X v10.12 Sierra,Intel Core i5 5th Gen,5250U (1.60 GHz),Dual-core Processor,128 GB SSD,8 GB,Intel HD Graphics 6000,Shared system memory,"13.3"""
"Apple Laptop MacBook Air MJVM2LL/A 5th Generation Intel Core i5 1.6 GHz 4 GB Memory 128 GB SSD Intel HD Graphics 6000 11.6"" Mac OS X v10.10 Yosemite",699,Apple,MacBook Air,MJVM2LL/A,5,Mac OS X v10.10 Yosemite,Intel Core i5,1.60 GHz,Dual-core Processor,128 GB SSD,4 GB,Intel HD Graphics 6000,Shared system memory,"11.6"""
