name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"HP EliteBook 840 G5 14"" LCD Notebook - Intel Core i5 (8th Gen) i5-8250U Quad-core (4 Core) 1.60 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit (English) - 1920 x 1080 - Sure View, IPS Tech",819.09,HP,EliteBook 840 G5,3RF07UT#ABA,,Windows 10 Pro 64-bit,Intel Core i5 8th Gen,8250U (1.60 GHz),Quad-core Processor,256 GB SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"14.0"""
"HP Laptop EliteBook 850 G6 7KK12UT#ABA Intel Core i5 8th Gen 8265U (1.60 GHz) 16 GB Memory 512 GB SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-bit","1,245.97",HP,EliteBook 850 G6,7KK12UT#ABA,,Windows 10 Pro 64-bit,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,512 GB PCIe NVMe M.2 SSD,16 GB,Intel UHD Graphics 620,Shared system memory,"15.6"""
"Lenovo Laptop IdeaPad 730S 81JB0004US Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 256 GB NVMe SSD Intel UHD Graphics 620 13.3"" Windows 10 Home 64-bit",923,Lenovo,IdeaPad 730S,81JB0004US,4,Windows 10 Home 64-bit,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,256 GB NVMe SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"13.3"""
"Lenovo Laptop IdeaPad S340 81NC001GUS AMD Ryzen 7 2nd Gen 3700U (2.30 GHz) 8 GB Memory 256 GB SSD AMD Radeon RX Vega 10 15.6"" Windows 10 Home 64-bit",729.99,Lenovo,IdeaPad S340,81NC001GUS,,Windows 10 Home 64-bit,AMD Ryzen 7 2nd Gen,3700U (2.30 GHz),Quad-core Processor,256 GB SSD,8 GB,AMD Radeon RX Vega 10,Shared system memory,"15.6"""
"HP 17.3"" HD+ Customized Premium Laptop Quad-Core Intel i7-8565U Processor 8GB RAM 128GB SSD DVD-RW Backlit Keyboard Windows 10 Silver Up to 9 Hours Mixed Usage",775.98,HP,,,,Windows 10 Home,Intel Core i7,1.80 GHz,Quad-core Processor,128,8 GB,Intel UHD Graphics 620,,"17.3"""
"HP 17.3"" HD+ Customized Premium Laptop Quad-Core Intel i7-8565U Processor 16GB RAM 256GB SSD DVD-RW Backlit Keyboard Windows 10 Silver Up to 9 Hours Mixed Usage",850.2,HP,,,,Windows 10 Home,Intel Core i7,1.80 GHz,Quad-core Processor,256,16 GB,Intel UHD Graphics 620,,"17.3"""
"HP 17.3"" HD+ Customized Premium Laptop Quad-Core Intel i7-8565U Processor 16GB RAM 128GB SSD DVD-RW Backlit Keyboard Windows 10 Silver Up to 9 Hours Mixed Usage",829.96,HP,,,,Windows 10 Home,Intel Core i7,1.80 GHz,Quad-core Processor,128,16 GB,Intel UHD Graphics 620,,"17.3"""
"HP 17.3"" HD+ Customized Premium Laptop Quad-Core Intel i7-8565U Processor 8GB RAM 1024GB SSD DVD-RW Backlit Keyboard Windows 10 Silver Up to 9 Hours Mixed Usage",910.93,HP,,,,Windows 10 Home,Intel Core i7,1.80 GHz,Quad-core Processor,1024,8 GB,Intel UHD Graphics 620,,"17.3"""
"HP 17.3"" HD+ Customized Premium Laptop Quad-Core Intel i7-8565U Processor 12GB RAM 512GB SSD DVD-RW Backlit Keyboard Windows 10 Silver Up to 9 Hours Mixed Usage",856.95,HP,,,,Windows 10 Home,Intel Core i7,1.80 GHz,Quad-core Processor,512,12 GB,Intel UHD Graphics 620,,"17.3"""
"HP Laptop 250 G7 (5YN13UT#ABA) Intel Core i3 7th Gen 7020U (2.30 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 620 15.6"" Windows 10 Pro 64-bit",374.4,HP,,250 G7 (5YN13UT#ABA),,Windows 10 Pro 64-bit,Intel Core i3 7th Gen,7020U (2.30 GHz),Dual-core Processor,500 GB,4 GB,Intel HD Graphics 620,Shared system memory,"15.6"""
"Microsoft Laptop Surface Laptop 2 LQV-00001 Intel Core i7 8th Gen 8650U (1.90 GHz) 16 GB Memory 1 TB SSD Intel UHD Graphics 620 13.5"" Touchscreen Windows 10 Pro 64-Bit","2,318.76",Microsoft,Surface Laptop 2,LQV-00001,,Windows 10 Pro 64-Bit,Intel Core i7 8th Gen,8650U (1.90 GHz),Quad-core Processor,1 TB SSD,16 GB,Intel UHD Graphics 620,Shared system memory,"13.5"""
"SAMSUNG Laptop Notebook 9 NP900X5J-K01US Intel Core i7 7th Gen 7500U (2.70 GHz) 8 GB Memory Intel HD Graphics 620 15.0"" Windows 10 Home 64-bit",692.78,SAMSUNG,Notebook 9,NP900X5J-K01US,,Windows 10 Home 64-bit,Intel Core i7 7th Gen,7500U (2.70 GHz),Dual-core Processor,256 GB SSD,8 GB,Intel HD Graphics 620,Shared system memory,"15.0"""
"Lenovo Laptop ThinkPad T480s (20L7005FUS) Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-Bit","1,299.00",Lenovo,ThinkPad,T480s (20L7005FUS),,Windows 10 Pro 64-Bit,Intel Core i7 8th Gen,8550U (1.80 GHz),Quad-core Processor,256 GB M.2 PCIe NVMe SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"14.0"""
"Lenovo 14"" FHD Anti-Glare Display Light Thin school Laptop, AMD Dual Core A6-9220C 1.8GHz Up to 2.7GHz, 4GB RAM, 64GB eMMC + 128GB SD Card, WiFi, HDMI, Bluetooth, HD Webcam, USB Type C, Windows 10 Pro",716.79,,,,,,,,,256,4,,,No
"HP Laptop ProBook 645 G4 (4LB46UT#ABA) AMD Ryzen 5 1st Gen 2500U (2.00 GHz) 8 GB Memory 256 GB SSD AMD Radeon Vega 8 14.0"" Windows 10 Pro 64-bit",495.34,HP,ProBook,645 G4 (4LB46UT#ABA),,Windows 10 Pro 64-bit,AMD Ryzen 5 1st Gen,2500U (2.00 GHz),Quad-core Processor,256 GB PCIe NVMe SSD,8 GB,AMD Radeon Vega 8,Shared system memory,"14.0"""
"HP Laptop ProBook 450 G6 (5VC00UT#ABA) Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 15.6"" 1920 x 1080 Windows 10 Pro 64-bit",638.49,HP,ProBook 450 G6,5VC00UT#ABA,3,Windows 10 Pro 64-bit,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,256 GB PCIe NVMe M.2 SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"15.6"""
"HP Laptop 15-db0049nr AMD A9-Series A9-9425 (3.10 GHz) 4 GB Memory 1 TB HDD AMD Radeon R5 Series 15.6"" Windows 10 Home",499.99,HP,,15-db0049nr,,Windows 10 Home,AMD A9-Series,A9-9425 (3.10 GHz),Dual-core Processor,1 TB,4 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"HP Laptop 15-db0048nr AMD A9-Series A9-9425 (3.10 GHz) 4 GB Memory 1 TB HDD AMD Radeon R5 Series 15.6"" Windows 10 Home",499.99,HP,,15-db0048nr,,Windows 10 Home,AMD A9-Series,A9-9425 (3.10 GHz),Dual-core Processor,1 TB,4 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"HP Laptop 15-db0046nr AMD A9-Series A9-9425 (3.10 GHz) 4 GB Memory 1 TB HDD AMD Radeon R5 Series 15.6"" Windows 10 Home",457.41,HP,,15-db0046nr,,Windows 10 Home,AMD A9-Series,A9-9425 (3.10 GHz),Dual-core Processor,1 TB,4 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"HP Laptop 15-db0047nr AMD A9-Series A9-9425 (3.10 GHz) 4 GB Memory 1 TB HDD AMD Radeon R5 Series 15.6"" Windows 10 Home",409.99,HP,,15-db0047nr,,Windows 10 Home,AMD A9-Series,A9-9425 (3.10 GHz),Dual-core Processor,1 TB,4 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"Microsoft Laptop Surface Laptop 2 LQR-00024 Intel Core i7 8th Gen 8650U (1.90 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 13.5"" Touchscreen Windows 10 Pro 64-Bit","1,511.06",Microsoft,Surface Laptop 2,LQR-00024,,Windows 10 Pro 64-Bit,Intel Core i7 8th Gen,8650U (1.90 GHz),Quad-core Processor,256 GB SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"13.5"""
"HP Laptop Pavilion 15-cs2076nr Intel Core i3 8th Gen 8145U (2.10 GHz) 8 GB Memory 1 TB HDD Intel UHD Graphics 620 15.6"" Touchscreen Windows 10 Home 64-bit",619.99,HP,Pavilion,15-cs2076nr,,Windows 10 Home 64-bit,Intel Core i3 8th Gen,8145U (2.10 GHz),Dual-core Processor,1 TB,8 GB,Intel UHD Graphics 620,Shared system memory,"15.6"""
"Microsoft Laptop Surface Laptop 2 LQR-00038 Intel Core i7 8th Gen 8650U (1.90 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 13.5"" Touchscreen Windows 10 Pro 64-Bit","1,449.02",Microsoft,Surface Laptop 2,LQR-00038,,Windows 10 Pro 64-Bit,Intel Core i7 8th Gen,8650U (1.90 GHz),Quad-core Processor,256 GB SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"13.5"""
"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 16GB RAM, 1TB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",489.99,Lenovo,IdeaPad,130,5,Windows 10 Home,AMD Dual-Core Processor,A9-9425 (3.10 GHz),Dual-core Processor,1TB SSD,16 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"Lenovo Ideapad S340 School and Business Laptop (Intel i5-8265U 4-Core, 8GB RAM, 128GB SSD, 15.6"" HD (1366x768), Intel UHD 620, Wifi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, SD Card, Win 10 Home)",449,Lenovo,Ideapad S340,,5,Windows 10 Home,Intel Core i5 8th Gen,1.80 GHz,,128 GB,8 GB,Intel UHD Graphics 620,,"15.6"""
"HP Laptop ProBook 450 G6 (6DH95UT#ABA) Intel Core i5 8th Gen 8265U (1.60 GHz) 4 GB Memory 500 GB HDD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-bit",720.55,,,,,,,,,500,4,,,
"DELL Laptop Latitude 7290 (VG5J0) Intel Core i5 8th Gen 8350U (1.70 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 12.5"" Windows 10 Pro 64-Bit","1,438.95",DELL,Latitude,7290 (VG5J0),,Windows 10 Pro 64-Bit,Intel Core i5 8th Gen,8350U (1.70 GHz),Quad-core Processor,256 GB SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"12.5"""
"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 8GB RAM, 512GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",369.99,Lenovo,IdeaPad,130,5,Windows 10 Pro,AMD Dual-Core Processor,A9-9425 (3.10 GHz),Dual-core Processor,512GB SSD,8 GB,AMD Radeon R5 Series,Shared system memory,"15.6"""
"HP 14"" FHD Home & Business Laptop 10th Gen Core i5-1035G4, 4GB RAM, 128GB SSD, 4 Core up to 3.70 GHz, Backlit, USB-C, Iris Plus Graphics, Bluetooth 5.0, HDMI 1.4b 4K Output, 1920x1080, Win 10",419,HP,,,5,Windows 10,Intel Core i5 10th Gen,1035G4 (1.10 GHz),Quad-core Processor,128,4 GB,Intel Iris Plus Graphics,Shared system memory,"14.0"""
"Microsoft Laptop Surface Laptop JKY-00001 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 128 GB SSD Intel HD Graphics 620 13.5"" Touchscreen Windows 10 Pro 64-Bit","1,199.00",Microsoft,Surface Laptop,JKY-00001,,Windows 10 Pro 64-Bit,Intel Core i5 7th Gen,7200U (2.50 GHz),Dual-core Processor,128 GB SSD,8 GB,Intel HD Graphics 620,Shared system memory,"13.5"""
"Microsoft Laptop Surface Laptop JKR-00050 Intel Core i7 7th Gen 7660U (2.50 GHz) 16 GB Memory 512 GB SSD Intel Iris Plus Graphics 640 13.5"" Touchscreen Windows 10 Pro 64-Bit","2,248.00",Microsoft,Surface Laptop,JKR-00050,,Windows 10 Pro 64-Bit,Intel Core i7 7th Gen,7660U (2.50 GHz),Dual-core Processor,512 GB SSD,16 GB,Intel Iris Plus Graphics 640,Shared system memory,"13.5"""
"Microsoft Laptop Surface Laptop 2 LQT-00038 Intel Core i7 8th Gen 8650U (1.90 GHz) 16 GB Memory 512 GB SSD Intel UHD Graphics 620 13.5"" Touchscreen Windows 10 Pro 64-Bit","1,942.91",Microsoft,Surface Laptop 2,LQT-00038,,Windows 10 Pro 64-Bit,Intel Core i7 8th Gen,8650U (1.90 GHz),Quad-core Processor,512 GB SSD,16 GB,Intel UHD Graphics 620,Shared system memory,"13.5"""
"HP Laptop ProBook 645 G4 (4LC09UT#ABA) AMD Ryzen 5 1st Gen 2500U (2.00 GHz) 8 GB Memory 256 GB PCIe NVMe SSD AMD Radeon Vega 8 14.0"" Windows 10 Pro 64-Bit",675.92,HP,ProBook,645 G4 (4LC09UT#ABA),,Windows 10 Pro 64-Bit,AMD Ryzen 5 1st Gen,2500U (2.00 GHz),Quad-core Processor,256 GB PCIe NVMe SSD,8 GB,AMD Radeon Vega 8,Shared system memory,"14.0"""
"ASUS VivoBook S15 S532 Thin & Light Laptop, 15.6"" FHD, Intel Core i5-8265U CPU, 8 GB DDR4 RAM, PCIe NVMe 512 GB SSD, Windows 10 Home, S532FA-DB55, Transparent Silver",788.16,ASUS,VivoBook S15,S532FA-DB55,4,Windows 10 Home 64-bit,Intel Core i5 8th Gen,8265U (1.60 GHz),Quad-core Processor,512 GB PCIe G3x2 SSD,8 GB,Intel UHD Graphics 620,Shared system memory,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",404.86,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,500,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 1024GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",614.04,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1024,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 256GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",499.33,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,256,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 1024GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",566.8,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1024,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 128GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",479.08,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,128,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",479.08,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1000,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 128GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",485.83,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,500,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 256GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",506.07,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,500,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 128GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",411.61,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,128,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 256GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",526.32,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,256,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 256GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",526.32,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,256,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 128GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",452.09,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,128,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",458.84,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,500,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 512GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",512.82,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,512,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 1024GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",546.56,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1024,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 256GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",431.85,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,256,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 256GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",485.83,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,256,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 256GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",553.31,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,256,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 256GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",499.33,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,256,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 1024GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",641.03,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1024,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 512GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",499.33,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,512,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",404.86,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,500,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",452.09,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1000,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 256GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",479.08,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,256,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 1024GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",668.02,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1024,12 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 128GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",438.6,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,128,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 1024GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",641.03,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1024,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 1024GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",593.79,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1024,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",479.08,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,2000,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 128GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",506.07,,,,,,,,,2000,8,,,
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 1024GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",573.55,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1024,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 512GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",526.32,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,512,8 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 512GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",479.08,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,512,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 1024GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",587.04,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,2014,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 256GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",472.33,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,256,4 GB,AMD Radeon Vega 8,,"15.6"""
"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 1024GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",600.54,Lenovo,,,,Windows 10 Home,AMD Ryzen 5,2.00 GHz,Quad-core Processor,1024,12 GB,AMD Radeon Vega 8,,"15.6"""
