name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"ASUS ROG Strix SCAR II Gaming Laptop, 17.3” 144Hz IPS-Type FHD, NVIDIA GeForce RTX 2070 8GB, Intel Core i7-8750H CPU, 16GB DDR4 RAM, 512GB PCIe SSD + 1TB SSHD, RGB KB, Windows 10 - GL704GW-DS76","2,329.19",ASUS,ROG Strix Scar II,GL704GW-DS76,5,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB PCIe NVMe SSD + 1 TB SSHD (8 GB Cache) FireCuda,16 GB,NVIDIA GeForce RTX 2070,8 GB,"17.3"""
"Open Box: MSI GT Series GT63 TITAN-032 15.6"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2080 16 GB Memory 256 GB NVMe SSD 1 TB HDD Windows 10 Pro 64-bit Gaming Laptop","2,320.00",MSI,GT Series,GT63 TITAN-032,4,Windows 10 Pro 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB 7200 RPM HDD + 256 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2080,8 GB,"15.6"""
"Razer Blade 15 RZ09-02705E75-R3U1 15.6"" Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 2 TB HDD Windows 10 Home 64-bit Gaming Laptop","2,299.99",Razer,Blade,RZ09-02705E75-R3U1,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,2 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
Eluktronics N970TF Desktop Powered CPU Gaming Laptop - Intel i9-9900 Octa Core Processor Win 10 Home 8GB GDDR6 NVIDIA GeForce RTX 2070 17.3” Full HD 144Hz Display 2TB Performance SSD 64GB DDR4 RAM,"2,299.95",Eluktronics,Eluktro Pro-X,N970TF,4,Windows 10 Home,Intel Core i9 9th Gen,3.10 GHz,8-core Processor,,64 GB,NVIDIA GeForce RTX 2070,8 GB,"17.3"""
"HIDevolution ASUS ROG Zephyrus S GX531GW 15.6"" FHD 144Hz Gaming Laptop | 2.2 GHz i7-8750H, RTX 2070 Max-Q, 16GB 2666MHz RAM, PCIe 512GB SSD | Authorized Performance Upgrades & Warranty","2,299.00",ASUS,,,4,,,,,,,,,
"Open Box: ASUS ROG Zephyrus S GX531GX-XS74 15.6"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2080 16 GB Memory 512 GB SSD Windows 10 Pro 64-bit Gaming Laptop","2,279.99",ASUS,ROG Zephyrus S,GX531GX-XS74,4,Windows 10 Pro 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2080,8 GB,"15.6"""
"Dell Inspiron 7000 Flagship 15.6 inch Full HD Gaming Backlit Keyboard Laptop PC, Intel Core i7-6700HQ Quad-Core, NVIDIA GeForce GTX 960M with 4GB GDDR5, 8GB RAM, 1TB HDD + 8GB SSD, Windows 10","2,277.98",,,,4,,,,,,,,,No
"MSI GE75 8SF-097CA Raider 17.3"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB NVMe SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop","2,249.95",MSI,GE Series,GE75 8SF-097CA Raider,5,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB NVMe SSD + 1 TB SATA 7200 RPM HDD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"17.3"""
"MSI GS Series GS65 Stealth-004 15.6"" 144 Hz Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 256 GB NVMe SSD Windows 10 Pro 64-bit Gaming Laptop","2,242.98",MSI,GS Series,GS65 Stealth-004,3,Windows 10 Pro 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,256 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
"Dell G3 3779, 2019 Flagship 17.3 Full HD IPS Gaming Laptop, Intel Quad-Core i5-8300H, 12GB DDR4, 1TB Hybrid HDD, 4GB GTX 1050 HDMI Backlit Keyboard 802.11ac Bluetooth 5.0 MaxxAudio Thunderbolt Win 10","2,234.95",,,,4,,,,,,,,,
"Dell G3 3779, 2019 Flagship 17.3 Full HD IPS Gaming Laptop, Intel Quad-Core i5-8300H, 8GB DDR4, 1TB Hybrid HDD, 4GB GTX 1050 HDMI Backlit Keyboard 802.11ac Bluetooth 5.0 MaxxAudio Thunderbolt Win 10","2,234.95",,,,4,,,,,,,,,No
"Dell G3 3779, 2019 Flagship 17.3 Full HD IPS Gaming Laptop, Intel Quad-Core i5-8300H, 12GB DDR4, 1TB Hybrid HDD, 4GB GTX 1050 HDMI Backlit Keyboard 802.11ac Bluetooth 5.0 MaxxAudio Thunderbolt Win 10","2,234.95",,,,4,,,,,,,,,No
"2019 ASUS TUF 15.6"" FHD Gaming Laptop Computer, AMD Ryzen 7 3750H Quad-Core up to 4.0GHz, 8GB DDR4 RAM, 256GB PCIe SSD, GeForce GTX 1660 Ti 6GB, 802.11ac WiFi, Bluetooth 4.2, USB 3.1, Windows 10","2,234.95",,,,4,,,,,,,,,No
"Dell Inspiron 7000 Flagship 15.6 inch Full HD Gaming Backlit Keyboard Laptop PC, Intel Core i7-6700HQ Quad-Core, NVIDIA GeForce GTX 960M with 4GB GDDR5, 8GB RAM, 1TB HDD + 8GB SSD, Windows 10","2,234.95",,,,,,,,,,,,,No
"MSI GL Series GL75 9SFK-1228CA 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","2,207.99",MSI,GL Series,GL75 9SFK-1228CA,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"17.3"""
"ASUS ROG Strix Hero III (2019) Gaming Laptop, 17.3"" 144 Hz IPS Type FHD, GeForce RTX 2070, Intel Core i7-9750H, 16 GB DDR4, 512 GB PCIe SSD + 1 TB FireCuda, Per-Key RGB KB, Win10 Home, G731GW-DB76","2,199.99",ASUS,ROG Strix Hero III,G731GW-DB76,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB SSHD (8 GB Cache) FireCuda + 512 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"17.3"""
Eluktronics N970TF Desktop Powered CPU Gaming Laptop - Intel i7-9700 Octa Core Processor Win 10 Home 8GB GDDR6 NVIDIA GeForce RTX 2070 17.3” Full HD 144Hz Display 2TB Performance SSD 64GB DDR4 RAM,"2,199.95",Eluktronics,Eluktro Pro-X,N970TF,4,Windows 10 Home,Intel Core i7 9th Gen,3.00 GHz,8-core Processor,,64 GB,NVIDIA GeForce RTX 2070,8 GB,"17.3"""
"MSI GS Series GS75 Stealth-249 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 32 GB Memory 512 GB NVMe SSD Windows 10 Pro 64-bit Gaming Laptop","2,199.00",MSI,GS Series,GS75 Stealth-249,4,Windows 10 Pro 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,32 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
"GIGABYTE AORUS 17 XA Gaming Laptop - 17.3"" FHD 240 Hz - Intel Core 9th Gen i7-9750H (2.60 GHz) - NVIDIA GeForce RTX 2070 GDDR6 8 GB - 16 GB DDR4 RAM - 512 GB M.2 PCIe SSD - Windows 10 - XA-7US2130SH","2,199.00",Aorus,,17 XA-7US2130SH,4,Windows 10 Pro 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 NVMe PCIe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"17.3"""
"ASUS - Gaming Laptop - 15.6"" FHD IPS-type 144 Hz, Intel Core i7-9750H, NVIDIA GeForce RTX 2070, 16 GB DDR4, 512 GB SSD, Per-Key RGB KB, Windows 10 Pro, ROG Strix Hero III (G531GW-XB74)","2,190.83",ASUS,ROG Hero III Chassis,G531GW-XB74,5,Windows 10 Pro 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
"ASUS - Gaming Laptop - 15.6"" FHD IPS-type 144 Hz, Intel Core i7-9750H, NVIDIA GeForce RTX 2070, 16 GB DDR4, 512 GB SSD, Per-Key RGB KB, Windows 10 Pro, ROG Strix Hero III (G531GW-XB74)","2,190.83",ASUS,ROG Hero III Chassis,G531GW-XB74,5,Windows 10 Pro 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
"ASUS GL531GW-PB74 15.6"" 120 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB PCIe SSD Windows 10 Home 64-bit Gaming Laptop","2,183.99",ASUS,ROG Strix III G,GL531GW-PB74,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB PCIe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
"Dell G3 3579 Gaming Laptop 2019 Flagship, 15.6"" Full HD IPS Anti-Glare Display, Intel Quad-Core i5-8300H, 16GB DDR4, 2TB HDD, 4GB GTX 1050 Bluetooth 5.0 WiFi HDMI MaxxAudio Backlit Keyboard Win 10","2,179.95",,,,4,,,,,,,,,No
"Dell G3 3579 Gaming Laptop 2019 Flagship, 15.6"" Full HD IPS Anti-Glare Display, Intel Quad-Core i5-8300H, 16GB DDR4, 2TB HDD, 4GB GTX 1050 Bluetooth 5.0 WiFi HDMI MaxxAudio Backlit Keyboard Win 10","2,179.95",,,,4,,,,,,,,,No
"Lenovo ThinkPad T490 20RY0000US 14"" Laptop i7-10510U 16GB 1TB SSD Windows 10 Pro","2,170.80",,,,4,,,,,,,,,"14.0"""
"Open Box: Lenovo Legion Y920 80YW000EUS 17.3"" FHD GTX 1070 8 GB VRAM i7-7820HK 16 GB Memory 1 TB HDD + 512 GB SSD Windows 10 Home Gaming Laptop","2,159.99",Lenovo,Legion,Y920 (80YW000EUS),4,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7820HK (2.90 GHz),Quad-core Processor,1 TB HDD + 512 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"17.3"""
"ASUS ROG Strix Scar III G731GW Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 16GB RAM, 256GB  SATA SSD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2070, Wifi, Bluetooth, 1xUSB 3.2, Win 10 Home)","2,149.00",ASUS,ROG Strix Scar III G731GW,,4,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,,16 GB,NVIDIA GeForce RTX 2070,,"17.3"""
"Lenovo ThinkPad X1 Carbon 14"" FHD Laptop i7-10510U 16GB 512GB SSD Windows 10 Pro","2,116.73",,,,4,,,,,,,,,"14.0"""
"Acer Predator Helios 500 PH517-51-72NU 17.3"" 144 Hz IPS GTX 1070 8 GB VRAM i7-8750H 16 GB Memory 1 TB HDD + 256 GB SSD Windows 10 Home Gaming Laptop","2,110.99",Acer,Predator Helios 500,PH517-51-72NU,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"17.3"""
"HP Elite Dragonfly 13.3"" 4K 2 in 1 Touchscreen Laptop i7-8665U 16GB 1TB SSD W10P","2,103.21",,,,4,,,,,,,,,"13.3"""
"Acer Predator 17 G9-793-79V5 Gaming Laptop Intel Core i7-7700HQ , GeForce GTX 1070, 17.3"" Full HD G-SYNC, 16 GB DDR4, 1 TB HDD, 256 GB SSD, Windows 10 Home","2,099.95",Acer,Predator,G9-793-79V5,3,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"17.3"""
Gigabyte AORUS 15-X9-RT4BD 15.6 in. Intel Core i7-8750H 2.2GHz 16GB DDR4 2TB HDD Plus 512GB Solid State Drive RTX 2070 USB 3.1 Windows 10 Home Ultrabook,"2,099.00",GIGABYTE,,AORUS 15-X9-RT4BD,4,,,,,"M.2 NVME PCIe 512GB x 1 SSD, 2TB HDD(2 x M.2 SSD slots, [Co-lay SATA & PCIe Gen3.0 M.2 SSD x 2 slots], 1 x 2.5” HDD/2.5"" SSD slot)",16 GB,,,"15.6"""
"MSI GE75 9SE-426CA Raider 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","2,085.99",MSI,GE Series,GE75 9SE-426CA Raider,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
"XPC GE63 Raider RGB VR Ready Gamer Notebook (Intel 8th Gen i7-8750H, 32GB RAM, 512GB NVMe SSD + 1TB HDD, NVIDIA RTX 2080 8GB, 15.6"" Full HD 144Hz 3ms, Windows 10) Gaming Laptop Computer","2,070.00",XOTIC PC,GE63 Raider,GE63 Raider RGB-051,4,Windows 10,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,,32 GB,NVIDIA GeForce RTX 2080,8 GB,"15.6"""
"MSI GE65 Raider-052 Essential (i7-9750H, 32GB RAM, 1TB NVMe SSD, NVIDIA RTX 2060 6GB, 15.6"" Full HD 240Hz 3ms, Windows 10) VR Ready Gaming Laptop","2,070.00",XOTIC PC,GE65 Raider,GE65 Raider-052,4,Windows 10 Home,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,,32 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"HP Omen 15-dg0010nr 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB SSD Gaming Laptop","2,069.00",HP,OMEN X,15-dg0010nr,4,,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
"ASUS - Gaming Laptop - 17.3"" 144 Hz IPS G-Sync - Intel Core i7-9750H - NVIDIA GeForce RTX 2060 - 16 GB RAM - 512 GB SSD - Windows 10 Home - ROG Zephyrus S GX701 (GX701GV-PB74)","2,046.99",ASUS,ROG Zephyrus S,GX701GV-PB74,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
"Lenovo ThinkPad X1 14"" FHD Touchscreen Laptop i7-10510U 16GB 512GB SSD Win10 Pro","2,039.96",,,,4,,,,,,,,,"14.0"""
"Lenovo ThinkPad P1 20QT0014US 15.6"" Mobile Laptop i7-9750H 16GB 512GB SSD W10P","2,036.33",,,,4,,,,,,,,,"15.6"""
"HP OMEN 17-cb0050nr 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2080 16 GB Memory 256 GB SSD 1 TB HDD Gaming Laptop","2,029.99",HP,OMEN,17-cb0050nr,4,,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce RTX 2080,8 GB,"17.3"""
"ASUS TUF 15.6 Inch FHD 1080p Premium Gaming Laptop - AMD Ryzen 5 3550H up to 3.7GHz, NVIDIA GeForce GTX 1050 3GB, 8GB DDR4 RAM, 256GB SSD, Backlit KB, HDMI, WiFi, Windows 10, Black","2,016.95",,,,4,,,,,,,,,No
"ASUS TUF 15.6 Inch FHD 1080p Premium Gaming Laptop - AMD Ryzen 5 3550H up to 3.7GHz, NVIDIA GeForce GTX 1050 3GB, 8GB DDR4 RAM, 256GB SSD, Backlit KB, HDMI, WiFi, Windows 10, Black","2,016.95",,,,4,,,,,,,,,No
"Dell G3 3579 Gaming Laptop 2019 Flagship, 15.6"" Full HD IPS Anti-Glare Display, Intel Quad-Core i5-8300H, 8GB DDR4, 2TB HDD, 4GB GTX 1050 Bluetooth 5.0 WiFi HDMI MaxxAudio Backlit Keyboard Win 10","2,010.95",,,,4,,,,,,,,,No
"Open Box: MSI GS Series GS65 Stealth THIN-053 Gaming Laptop GTX 1070 i7-8750H 15.6"" Windows 10 Pro 64-Bit","2,000.00",MSI,GS Series,GS65 Stealth THIN-053,4,Windows 10 Pro 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB NVMe SSD,32 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"""
"Asus - Gaming laptop - 15.6"" FHD IPS 240 Hz G-Sync, Intel Core i7-9750H, NVIDA GeForce RTX 2070, 16 GB DDR4 RAM, 1 TB SSD, Per-key RGB, Windows 10 Pro, ROG Zephyrus S (GX502GW-XB76)","1,999.99",ASUS,ROG Zephyrus S,GX502GW-XB76,4,Windows 10 Pro 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB PCIe Gen3x4 SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
"ThundeRobot 911Pro Ray Tracer 2 Super Slim 15.6"" 144Hz Thin Bezel Design Intel Core i7-9750H (2.60 GHz) 512GB NVME SSD 1TB HDD RGB Keyboard NVIDIA GeForce RTX 2060 Windows 10 Home Gaming Laptop","1,999.99",Thunderobot,911 Pro,911 Pro Ray Tracer 2,,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,512 GB NVMe SSD + 1TB HDD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"ThundeRobot 911Pro Ray Tracer 2 Super Slim 15.6"" 144Hz Thin Bezel Design Intel Core i7-9750H (2.60 GHz) 512GB NVME SSD 1TB HDD RGB Keyboard NVIDIA GeForce RTX 2060 Windows 10 Home Gaming Laptop","1,999.99",Thunderobot,911 Pro,911 Pro Ray Tracer 2,,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,512 GB NVMe SSD + 1TB HDD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"MSI GS Series GS65 Stealth-483 15.6"" 240 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB NVMe SSD Windows 10 Pro 64-bit Gaming Laptop","1,999.00",MSI,GS Series,GS65 Stealth-483,4,Windows 10 Pro 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"GIGABYTE AERO 17 WA-7US1130SO 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","1,999.00",GIGABYTE,,AERO 17 WA-7US1130SO,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
"GIGABYTE AERO 15S OLED SA-7US5130SH 15.6"" 4K AMOLED 60 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","1,999.00",GIGABYTE,,AERO 15S OLED SA-7US5130SH,3,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"" 4K AMOLED"
"ASUS ROG Zephyrus M (GM501GS-XS74) 15.6"" Ultra Slim Gaming Laptop, 144 Hz IPS-Type G-SYNC Panel, GeForce GTX 1070 8 GB, Intel Core i7-8750H (Up to 3.9 GHz), 256 GB PCIe SSD + 1 TB SSHD, 16 GB DDR4","1,999.00",ASUS,ROG Zephyrus M,GM501GS-XS74,4,Windows 10 Pro 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB SSHD (8 GB Cache) + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"""
"ASUS ROG Zephyrus M (GM501GS-XS74) 15.6"" Ultra Slim Gaming Laptop, 144 Hz IPS-Type G-SYNC Panel, GeForce GTX 1070 8 GB, Intel Core i7-8750H (Up to 3.9 GHz), 256 GB PCIe SSD + 1 TB SSHD, 16 GB DDR4","1,999.00",ASUS,ROG Zephyrus M,GM501GS-XS74,4,Windows 10 Pro 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB SSHD (8 GB Cache) + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"""
"HIDevolution ASUS ROG Scar III G731GW 17.3” FHD 240Hz | 2.6 GHz i7-9750H, RTX 2070, 16GB 2666MHz RAM, 1TB FireCuda SSHD | Authorized Performance Upgrades & Warranty","1,999.00",ASUS,G731GW,G731GW-KH71,4,Windows 10 Home,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1TB Seagate FireCuda 7mm SSHD (8GB Cache),16 GB,NVIDIA GeForce RTX 2070,8 GB,"17.3"""
"ASUS ROG Strix Scar III G731GW Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 16GB RAM, 1TB HDD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2070, Wifi, Bluetooth, 1xUSB 3.2, 1xHDMI, Win 10 Home)","1,999.00",ASUS,ROG Strix Scar III G731GW,,4,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,,16 GB,NVIDIA GeForce RTX 2070,,"17.3"""
"ASUS ROG Strix Scar III G531GW Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 16GB RAM, 1TB HDD, 15.6"" Full HD (1920x1080), NVIDIA RTX 2070, Wifi, Bluetooth, 3xUSB 3.1, 1xHDMI, Win 10 Home)","1,999.00",ASUS,ROG Strix Scar III G531GW,,4,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
"Dell G5587 Flagship 15.6"" FHD IPS Anti-Glare LED-Backlit Gaming Laptop, Intel Quad-Core i5-8300H, 8GB DDR4, 256GB NVMe SSD, GTX 1050 Ti, Backlit Keyboard, Thunderbolt 3, Webcam, Bluetooth, Windows 10","1,998.95",,,,4,,,,,,,,,No
"Dell G5587 Flagship 15.6"" FHD IPS Anti-Glare LED-Backlit Gaming Laptop, Intel Quad-Core i5-8300H, 8GB DDR4, 256GB NVMe SSD, GTX 1050 Ti, Backlit Keyboard, Thunderbolt 3, Webcam, Bluetooth, Windows 10","1,998.95",,,,4,,,,,,,,,No
"XPC MSI GL65 Gamer Notebook EVO (Intel 9th Gen i7-9750H, 32GB RAM, 2TB NVMe SSD, NVIDIA GTX 1660 Ti 6GB, 15.6"" Full HD 120Hz 3ms, Windows 10) Gaming Laptop","1,998.00",XOTIC PC,GL65 9SDK,GL65 9SDK-025,4,Windows 10,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,,32 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Refurbished: Acer Predator Triton 700 PT715-51-732Q 15.6"" FHD IPS GTX 1080 8 GB VRAM i7-7700HQ 32 GB Memory 512 GB SSD Windows 10 Home Gaming Laptop","1,984.99",Acer,Predator Triton 700,PT715-51-732Q,5,Windows 10 Home 64-bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,512 GB PCIe SSD in RAID 0 configuration (2 x 256 GB),32 GB,NVIDIA GeForce GTX 1080,8 GB,"15.6"""
"Refurbished: Acer Predator Triton 700 PT715-51-732Q 15.6"" FHD IPS GTX 1080 8 GB VRAM i7-7700HQ 32 GB Memory 512 GB SSD Windows 10 Home Gaming Laptop","1,984.99",Acer,Predator Triton 700,PT715-51-732Q,5,Windows 10 Home 64-bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,512 GB PCIe SSD in RAID 0 configuration (2 x 256 GB),32 GB,NVIDIA GeForce GTX 1080,8 GB,"15.6"""
"Lenovo ThinkPad T490 14"" Full HD Laptop i7-10510U 16GB 512GB SSD Windows 10 Pro","1,961.59",,,,4,,,,,,,,,"14.0"""
"Lenovo ThinkPad T490 14"" Full HD Laptop i7-10510U 16GB 512GB SSD Windows 10 Pro","1,961.59",,,,4,,,,,,,,,"14.0"""
"2019 Acer Nitro 5 15.6"" FHD Gaming Laptop - Quad-core Intel i5-8300H, 12GB DDR4, NVIDIA GeForce GTX 1050 Ti with 4GB GDDR5, 256GB PCIe SSD, Backlit KBD, Shale Black","1,957.95",,,,4,,,,,,,,,No
"2019 Acer Nitro 5 15.6"" FHD Gaming Laptop - Quad-core Intel i5-8300H, 12GB DDR4, NVIDIA GeForce GTX 1050 Ti with 4GB GDDR5, 256GB PCIe SSD, Backlit KBD, Shale Black","1,957.95",,,,4,,,,,,,,,No
"Newest Dell G3 17.3"" FHD High Performance Gaming Laptop, Intel Quad Core i5-8300H up to 4.0GHz, 8GB RAM, 1TB HDD, NVIDIA GeForce GTX 1050 4GB GDDR5, Backlit Keyboard, Windows 10","1,952.95",,,,4,,,,,,,,,No
"Newest Dell G3 17.3"" FHD High Performance Gaming Laptop, Intel Quad Core i5-8300H up to 4.0GHz, 8GB RAM, 1TB HDD, NVIDIA GeForce GTX 1050 4GB GDDR5, Backlit Keyboard, Windows 10","1,952.95",,,,4,,,,,,,,,No
"Alienware 17 R5 AW17R5-7092SLV 17.3"" IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 8 GB SSD 1 TB SSHD Windows 10 Home 64-Bit Gaming Laptop","1,945.35",Alienware,17 R5,AW17R5-7092SLV,3,Windows 10 Home 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB SSHD (8 GB Flash),16 GB,NVIDIA GeForce GTX 1070,8 GB,"17.3"""
"MSI GP Series GP63 8RE-202CA Leopard 15.6"" Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop","1,939.99",MSI,GP Series,GP63 8RE-202CA Leopard,4,Windows 10 Home 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 128 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
