name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"MSI GP Series GP63 8RE-202CA Leopard 15.6"" Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop","1,939.99",MSI,GP Series,GP63 8RE-202CA Leopard,4,Windows 10 Home 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 128 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"ASUS GL703VM-NH74 17.3"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop -- ONLY @ NEWEGG","1,938.00",ASUS,,GL703VM-NH74,3,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"17.3"""
"Dell 17.3"" GTX 1070 i7 8750H 16 GB 256 GB 1 TB HDD Windows 10 Home Gaming Laptop","1,929.00",DELL,Alienware,AW17R47465SLV,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"17.3"""
"Open Box: Asus - Gaming laptop - 15.6"" FHD IPS 240 Hz G-Sync, Intel Core i7-9750H, NVIDA GeForce RTX 2070, 16 GB DDR4 RAM, 1 TB SSD, Per-key RGB, Windows 10 Pro, ROG Zephyrus S (GX502GW-XB76)","1,919.99",ASUS,ROG Zephyrus S,GX502GW-XB76,4,Windows 10 Pro 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB PCIe Gen3x4 SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
"Open Box: ASUS ROG Scar III G531GW-DB76 15.6"" 240 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 1 TB SSD Windows 10 Home 64-bit Gaming Laptop","1,912.99",ASUS,ROG Strix Scar III,G531GW-DB76,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
AERO 15 OLED SA-7US5130SH UHD AMOLED i7-9750H NVIDIA GeForce GTX 1660 Ti 6 GB GDDR6 16 GB RAM 512 GB M.2 PCIe SSD Win 10 Gaming Laptop,"1,899.00",GIGABYTE,,AERO 15 OLED SA-7US5130SH,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"" 4K AMOLED"
AERO 15 SA-7US2130SH FHD 240 Hz i7-9750H NVIDIA GeForce GTX 1660 Ti 6 GB GDDR6 16 GB RAM 512 GB M.2 PCIe SSD Win 10 Gaming Laptop,"1,899.00",GIGABYTE,,AERO 15 SA-7US2130SH,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"ASUS ROG Strix Scar II GL704GV-DS74 Gaming and Business Laptop (Intel i7-8750H 6-Core, 16GB RAM, 1TB HDD + 512GB PCIe SSD, 17.3"" FHD IPS (1920x1080), GeForce RTX 2060, RGB KB, Win 10 Home) VR Ready","1,899.00",,,,5,Windows 10 Home,Intel Core i7 8th Gen,2.20 GHz,,,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
"ASUS ROG Strix Scar II GL704GV-DS74 Gaming and Business Laptop (Intel i7-8750H 6-Core, 16GB RAM, 1TB HDD + 512GB PCIe SSD, 17.3"" FHD IPS (1920x1080), GeForce RTX 2060, RGB KB, Win 10 Home) VR Ready","1,899.00",,,,5,Windows 10 Home,Intel Core i7 8th Gen,2.20 GHz,,,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
"ASUS ROG Strix III Hero G731GV-DB74 17.3"" 144 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB PCIe SSD Windows 10 Home 64-bit Gaming Laptop","1,897.03",ASUS,ROG Strix III Hero,G731GV-DB74,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB PCIe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
"ASUS ZenBook Pro UX580GE-XB74T 15.6"" Intel Core i9 8th Gen 8950HK (2.90 GHz) NVIDIA GeForce GTX 1050 Ti 16 GB Memory 512 GB SSD Windows 10 Pro 64-Bit Gaming Laptop","1,888.88",ASUS,ZenBook Pro,UX580GE-XB74T,1,Windows 10 Pro 64-Bit,Intel Core i9 8th Gen,8950HK (2.90 GHz),6-core Processor,512 GB SSD,16 GB,NVIDIA GeForce GTX 1050 Ti,4 GB GDDR5,"15.6"""
"Open Box: MSI GT Series GT72S DOMINATOR PRO G-041 17.3"" 60 Hz IPS Intel Core i7 6th Gen 6920HQ (2.90 GHz) NVIDIA GeForce GTX 980 32 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop","1,887.99",MSI,GT Series,GT72S DOMINATOR PRO G-041,4,Windows 10 Home 64-Bit,Intel Core i7 6th Gen,6920HQ (2.90 GHz),Quad-core Processor,1 TB HDD + 512 GB SSD,32 GB,NVIDIA GeForce GTX 980,8 GB,"17.3"""
"Open Box: MSI GT Series GT72S DOMINATOR PRO G-041 17.3"" 60 Hz IPS Intel Core i7 6th Gen 6920HQ (2.90 GHz) NVIDIA GeForce GTX 980 32 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop","1,887.99",MSI,GT Series,GT72S DOMINATOR PRO G-041,4,Windows 10 Home 64-Bit,Intel Core i7 6th Gen,6920HQ (2.90 GHz),Quad-core Processor,1 TB HDD + 512 GB SSD,32 GB,NVIDIA GeForce GTX 980,8 GB,"17.3"""
"ASUS ROG Strix Scar III  G531GV-DB76 15.6"" 240 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 1 TB PCIe SSD Windows 10 Home 64-bit Gaming Laptop","1,877.11",ASUS,ROG Strix III Scar,G531GV-DB76,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB PCIe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"ASUS ROG Strix Scar III  G531GV-DB76 15.6"" 240 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 1 TB PCIe SSD Windows 10 Home 64-bit Gaming Laptop","1,877.11",ASUS,ROG Strix III Scar,G531GV-DB76,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB PCIe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"Open Box: ASUS - Gaming Laptop - 17.3"" 144 Hz IPS G-Sync - Intel Core i7-9750H - NVIDIA GeForce RTX 2060 - 16 GB RAM - 512 GB SSD - Windows 10 Home - ROG Zephyrus S GX701 (GX701GV-PB74)","1,842.99",ASUS,ROG Zephyrus S,GX701GV-PB74,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
Open Box: Aorus X5 v7-KL3K3D 15.6” 3K WQHD+ G-SYNC Gaming Laptop Intel Core i7 7th Gen 7820HK (2.90 GHz) NVIDIA GeForce GTX 1070  1 TB HDD 256 GB M.2 SSD 16 GB Memory Windows 10 Home 64-Bit RGB Backlit Keyboard,"1,840.00",Aorus,,X5 v7-KL3K3D,4,Windows 10 Home 64-bit,Intel Core i7 7th Gen,7820HK (2.90 GHz),Quad-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"" 3K"
Open Box: Aorus X5 v7-KL3K3D 15.6” 3K WQHD+ G-SYNC Gaming Laptop Intel Core i7 7th Gen 7820HK (2.90 GHz) NVIDIA GeForce GTX 1070  1 TB HDD 256 GB M.2 SSD 16 GB Memory Windows 10 Home 64-Bit RGB Backlit Keyboard,"1,840.00",Aorus,,X5 v7-KL3K3D,4,Windows 10 Home 64-bit,Intel Core i7 7th Gen,7820HK (2.90 GHz),Quad-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"" 3K"
"Open Box: ASUS ROG Zephyrus M (GM501GS-XS74) 15.6"" Ultra Slim Gaming Laptop, 144 Hz IPS-Type G-SYNC Panel, GeForce GTX 1070 8 GB, Intel Core i7-8750H (Up to 3.9 GHz), 256 GB PCIe SSD + 1 TB SSHD, 16 GB DDR4","1,840.00",ASUS,ROG Zephyrus M,GM501GS-XS74,4,Windows 10 Pro 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB SSHD (8 GB Cache) + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"""
"DELL Alienware 17 R5 AW17R5-7472SLV 17.3"" 60 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop","1,839.99",DELL,Alienware 17 R5,AW17R5-7472SLV,5,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"17.3"""
"ASUS ROG Strix SCAR II GL704GM-DH74 17.3"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB PCIe NVMe SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop","1,830.99",ASUS,ROG Strix SCAR II,GL704GM-DH74,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB 5400 RPM HDD + 256 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"17.3"""
"Dell G5 15 Gaming Laptop: Core i7-9750H, NVidia RTX 2060, 15.6"" Full HD 144Hz Display, 16GB RAM, 512GB SSD","1,824.99",DELL,G5,G5 15,4,Windows 10,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,512 GB,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"Refurbished: Acer Predator Triton 700 PT715-51-71W9 15.6"" 60 Hz IPS Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1080 32 GB Memory 512 GB SSD Windows 10 Home 64-Bit Grade A Gaming Laptop","1,799.99",Acer,Predator Triton 700,PT715-51-71W9,4,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,512 GB SSD,32 GB,NVIDIA GeForce GTX 1080,8 GB,"15.6"""
"MSI GE Series GE65 Raider-052 15.6"" 240 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,799.00",MSI,GE Series,GE65 Raider-052,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"Aorus 15-WA-F74ADW 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","1,799.00",Aorus,,15-WA-F74ADW,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 NVMe PCIe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"GIGABYTE AORUS 17 SA Gaming Laptop - 17.3"" FHD 144 Hz - Intel Core 9th Gen i7-9750H (2.60 GHz) - NVIDIA GeForce GTX 1660 Ti 6 GB - 16 GB DDR4 RAM - 512 GB M.2 PCIe SSD - Windows 10 Home - SA-7US1130SH","1,799.00",Aorus,,17 SA-7US1130S,4,Windows 10 Pro 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 NVMe PCIe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"HIDevolution MSI P65 Creator 9SD 15.6” FHD 144Hz | 2.6 GHz i7-9750H, GTX 1660 Ti, 16GB 2666MHz RAM, 512GB PCIe SSD | Authorized Performance Upgrades & 3-Year Warranty","1,799.00",MSI,P65 Creator,P65 Creator 9RD-1243,5,Windows 10 Pro,Intel Core i9 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Acer Predator Helios 300 PH315-52-71RT 15.6"" Gaming Notebook - 1920 x 1080 - Core i7 i7-9750H - 16 GB RAM - 512 GB SSD - Black","1,790.41",,,,4,,,,,,,,,
"ASUS GX502GV-PB74 15.6"" 144 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB PCIe SSD Windows 10 Home 64-bit Gaming Laptop","1,785.00",ASUS,ROG Zephrus S,GX502GV-PB74,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB PCIe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"Acer Predator Triton 500 PT515-51-75BH 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","1,775.38",Acer,Predator Triton 500,PT515-51-75BH,3,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"ASUS ROG Strix GL703GE-DB71-CA 17.3"" 120 Hz Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1050 Ti 16 GB Memory 256 GB SSD 1 TB SSHD HDD Windows 10 Home 64-Bit Gaming Laptop","1,772.99",ASUS,ROG Strix,GL703GE-DB71-CA,5,Windows 10 Home 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB SSHD + 256 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1050 Ti,4 GB,"17.3"""
"MSI GP Series GP65 9SD-285CA Leopard 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,767.99",MSI,GP Series,GP65 9SD-285CA Leopard,,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Lenovo ThinkPad T490 14"" Touchscreen Laptop i7-10510U 16GB 512GB SSD Win 10 Pro","1,762.34",,,,4,,,,,,,,,"14.0"""
"MSI GS65 9SD-418CA Stealth 15.6"" 144 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB SSD Windows 10 Pro 64-bit Gaming Laptop","1,758.99",MSI,GS Series,GS65 9SD-418CA Stealth,5,Windows 10 Pro 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"2019 Dell Alienware 17.3"" QHD (2560 x 1440) 120Hz Tobii Eye-tracking Gaming Laptop |Intel Core i7-8750H Six-Core |16G DDR4 |GeForce GTX 1070 8GB |256G M.2 SSD + 1TB HDD | Backlit Keyboard | Windows 10","1,749.99",Dell,Alienware 17,,4,Windows 10 Home,Intel Core i7,2.20 GHz,6-core Processor,256GB M.2 PCIe SSD + 1TB 7200RPM SATA HDD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"17.3"""
"ASUS ROG Strix Scar Edition 17.3"" Gaming Laptop, 8th-Gen 6-Core Intel Core i7-8750H Processor (Up to 3.9 GHz), GeForce GTX 1070 8 GB, 144 Hz 3 ms Display, 16 GB DDR4, 256 GB PCIe SSD + 1 TB SSHD","1,749.00",ASUS,,GL703GS-DS74,3,Windows 10 Home 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB SSHD (8 GB Cache) + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"17.3"""
"Acer Predator Helios 500 PH517-61-R0GX 17.3"" FHD IPS RX Vega 56 8 GB VRAM AMD Ryzen 7 2700 16 GB Memory 256 GB SSD Windows 10 Home Gaming Laptop","1,749.00",Acer,Predator Helios 500,PH517-61-R0GX,4,Windows 10 Home 64-bit,AMD Ryzen 7 2nd Gen,2700 (3.20 GHz),8-core Processor,256 GB PCIe NVMe SSD,16 GB,AMD Radeon RX Vega 56,8 GB,"17.3"""
"HIDevolution MSI GE63 8SE Raider RGB 15.6"" FHD 144Hz Gaming Laptop | 2.2 GHz i7-8750H, RTX 2060, 16GB 2666MHz RAM, PCIe 256GB SSD + 1TB HDD | Authorized Performance Upgrades & Warranty","1,749.00",MSI,GE Series,GE63 Raider RGB-053,5,Windows 10 Home,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,256 GB M.2 PCIE SSD + 1 TB 7200 RPM HDD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"Dell Precision 3541 15.6"" FHD Laptop i7-9850H 16GB 512GB SSD W10P Nvidia P620","1,748.99",,,,4,,,,,,,,,"15.6"""
"MSI GE Series GE75 Raider-287 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,737.99",MSI,GE Series,GE75 Raider-287,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
"ASUS GL504GM-XS74 15.6"" 144 Hz Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB PCIe NVMe SSD 1 TB SSHD Windows 10 Pro 64-Bit Gaming Laptop","1,711.97",ASUS,,GL504GM-XS74,4,Windows 10 Pro 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB SSHD + 256 GB PCIe SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"Acer Predator Helios 300 Special Edition Gaming Laptop, Intel Core i7-8750H, GeForce GTX 1060 Overclockable Graphics, 15.6"" 144Hz Full HD, 16GB DDR4, 256GB PCIe NVMe SSD, PH315-51-757A","1,710.00",,,,4,,,,,,,,,"15.6"""
"DELL Alienware 17 R4 AW17R4-7458SLV 17.3"" IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop","1,699.99",DELL,Alienware 17 R4,AW17R4-7458SLV,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 128 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"17.3"""
"Acer Predator Helios 300 PH315-51-757A 15.6"" 144 Hz IPS GTX 1060 6 GB VRAM i7-8750H 16 GB Memory 256 GB SSD Windows 10 Home Gaming Laptop","1,699.99",Acer,Predator Helios 300,PH315-51-757A,4,Windows 10 Home 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,256 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"Acer Predator Helios 300 PH315-51-757A 15.6"" 144 Hz IPS GTX 1060 6 GB VRAM i7-8750H 16 GB Memory 256 GB SSD Windows 10 Home Gaming Laptop","1,699.99",Acer,Predator Helios 300,PH315-51-757A,4,Windows 10 Home 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,256 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"Acer Predator Triton 500 PT515-51-71VV 15.6"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","1,699.00",Acer,,PT515-51-71VV,5,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"HIDevolution ASUS ROG Hero III G731GV 17.3"" FHD 144Hz | 2.6GHz i7-9750H, RTX 2060, 16GB 2666MHz RAM, PCIe 512GB SSD | Authorized Performance Upgrades & Warranty","1,699.00",ASUS,ROG Strix III Hero,G731GV-DB74,5,Windows 10 Home,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB PCIe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
"ASUS ROG Strix Hero III G731GV Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 16GB RAM, 512GB SSD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2060, Wifi, Bluetooth, 3xUSB 3.1, 1xHDMI, Win 10 Home)","1,699.00",ASUS,ROG Strix Hero III G731GV,,4,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
"MSI GL75 9SDK-057 Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 16GB RAM, 1TB m.2 SATA SSD, 17.3"" Full HD (1920x1080), NVIDIA GTX 1660 Ti, Wifi, Bluetooth, Webcam, 3xUSB 3.2, Win 10 Home)","1,699.00",MSI,GL75 9SDK-057,,4,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"MSI GL75 9SDK-057 Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 16GB RAM, 1TB m.2 SATA SSD, 17.3"" Full HD (1920x1080), NVIDIA GTX 1660 Ti, Wifi, Bluetooth, Webcam, 3xUSB 3.2, Win 10 Home)","1,699.00",MSI,GL75 9SDK-057,,4,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"ASUS GU502GU-XB74 15.6"" 144 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB PCIe SSD Windows 10 Pro 64-bit Gaming Laptop","1,695.99",ASUS,ROG Zephrus,GU502GU-XB74,5,Windows 10 Pro 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB PCIe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
Lenovo ThinkPad X1 15.6 Gaming Laptop i7-9750H 16GB 512GB SSD W10P GTX 1650,"1,692.64",,,,4,,,,,,,,,"15.6"""
"Lenovo ThinkPad X390 13.3"" FHD Laptop i7-10510U 16GB 512GB SSD Windows 10 Pro","1,682.65",,,,4,,,,,,,,,"13.3"""
"Acer CN515-51-72FX 15.6"" 4K/UHD IPS Intel Core i7 8th Gen 8705G (3.10 GHz) AMD Radeon RX Vega M GL 16 GB Memory 512 GB SSD Windows 10 Pro 64-bit Gaming Laptop","1,658.66",Acer,ConceptD,CN515-51-72FX,4,Windows 10 Pro 64-bit,Intel Core i7 8th Gen,8705G (3.10 GHz),Quad-core Processor,512 GB SSD,16 GB,AMD Radeon RX Vega M GL,Shared system memory,"15.6"" 4K/UHD"
"XPC ASUS ROG Strix G GL731GU Gamer Notebook (Intel i7-9750H, 32GB RAM, 512GB NVMe SSD, NVIDIA GeForce GTX 1660 Ti 6GB, 17.3"" FHD IPS 144Hz 3ms, Windows 10 Home) Gaming Laptop Computer","1,656.00",ASUS,ASUS ROG STRIX G,GL731GU-RB74,4,Windows 10 Home,Intel Core i7 9th Gen,9750H (2.60 GHz),8-core Processor,,32 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"XPC ASUS ROG Strix G GL731GU Gamer Notebook (Intel i7-9750H, 32GB RAM, 512GB NVMe SSD, NVIDIA GeForce GTX 1660 Ti 6GB, 17.3"" FHD IPS 144Hz 3ms, Windows 10 Home) Gaming Laptop Computer","1,656.00",ASUS,ASUS ROG STRIX G,GL731GU-RB74,4,Windows 10 Home,Intel Core i7 9th Gen,9750H (2.60 GHz),8-core Processor,,32 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"GIGABYTE - Gaming, Creator Laptop - 15.6"" FHD IGZO 144 Hz, Intel Core i7-9750H, NVIDIA GeForce RTX 2070 Max-Q, 16 GB RAM, 512 GB Intel SSD, Win 10, AERO 15 Classic-(XA-F74ADW)","1,655.22",GIGABYTE,,AERO 15 Classic-XA-F74ADW,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
"MSI GL75 9SDK-057 Essential (i7-9750H, 32GB RAM, 1TB NVMe SSD, NVIDIA GTX 1660 TI 6GB, 17.3"" Full HD 120Hz, Windows 10) Gaming Laptop","1,652.00",XOTIC PC,GL75 9SDK,GL75 9SDK-057,4,Windows 10,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,,32 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"Aorus AORUS 7 SA-7US1131SH 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop","1,649.00",Aorus,,AORUS 7 SA-7US1131SH,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB HDD + 512 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"Acer Predator Triton 700 Gaming Laptop: Core i7-7700HQ, NVidia GTX 1080, 32GB RAM, 512GB SSD, 15.6” Full HD 120Hz Display","1,649.00",Acer,Predator,Predator Triton,4,Windows 10,Intel Core i7 7th Gen,2.80 GHz,,512 GB,32 GB,NVIDIA GeForce GTX 1080,8 GB,"15.6"""
"Lenovo ThinkPad X1 Yoga 14"" Touchscreen Laptop i5-10210U 8GB 256GB SSD W10 Pro","1,642.79",,,,4,,,,,,,,,"14.0"""
