name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"2017 Apple 13.3 MacBook Pro 2.3GHz 128GB (Silver) with Magic Mouse 2, Adapter Cord bundle, and Case Deluxe Mouse Bundle","1,296.25",Apple,,,,,Intel Core i5,2.3 GHz,,128 GB,8 GB DDR3,,,"13.3"""
"2018 Apple 13.3 MacBook Pro with Touch Bar 2.3GHz 512GB (Silver) with Magic Mouse 2, Adapter Cord bundle, and Case Deluxe Mouse Bundle","1,830.93",Apple,,,,,Intel Core i5,2.3 GHz,,512 GB,8 GB DDR3,,,"13.3"""
2018 Apple 13.3 MacBook Pro with Touch Bar 2.3GHz 512GB (Space Gray) with Adapter Cord bundle and 7 port USB Hub Essentials Bundle,"1,663.28",Apple,,,,,Intel Core i5,2.3 GHz,,512 GB,8 GB DDR3,,,"13.3"""
"2017 Apple 13.3 MacBook Pro 2.3GHz 128GB (Space Gray) with Magic Mouse 2, Adapter Cord bundle, and Case Deluxe Mouse Bundle","1,328.47",Apple,,,,,Intel Core i5,2.3 GHz,,128 GB,8 GB DDR3,,,"13.3"""
"2017 Apple 13.3 MacBook Pro 2.3GHz 128GB (Space Gray) with Airpods 2 Wireless Charging Case, Adapter Cord bundle, and Case Siri Bundle","1,435.28",Apple,,,,,Intel Core i5,2.3 GHz,,128 GB,8 GB DDR3,,,"13.3"""
"2018 Apple 13.3 MacBook Pro with Touch Bar 2.3GHz 512GB (Silver) with Sony WH-1000XM3 Headphones (Silver), Adapter Cord bundle, and Case Music Bundle","2,028.87",Apple,,,,,Intel Core i5,2.3 GHz,,512 GB,8 GB DDR3,,,"13.3"""
"2018 Apple 13.3 MacBook Pro with Touch Bar 2.3GHz 512GB (Silver) with Case, USB C Adapter Cord and 7 port USB Hub Deluxe Case Bundle","1,750.72",Apple,,,,,Intel Core i5,2.3 GHz,,512 GB,8 GB DDR3,,,"13.3"""
Refurbished: Apple A Grade Macbook Pro 15.4-inch (Retina DG) 2.3Ghz Quad Core i7 (Late 2013) ME294LL/A 128 GB SSD 16 GB Memory 2880x1800 Display macOS Sierra Power Adapter Included,856.00,Apple,MacBook Pro,,,Mac OS X v10.12 Sierra,Intel Core i7,2.3 GHz,Quad-core Processor,128 GB,16 GB,,,"15.4"""
"2018 Apple 13.3 MacBook Pro with Touch Bar 2.3GHz 512GB (Space Gray) with Airpods 2 Wireless Charging Case, Adapter Cord bundle, and Case Siri Bundle","1,830.93",Apple,,,,,Intel Core i5,2.3 GHz,,512 GB,8 GB DDR3,,,"13.3"""
"2017 Apple 13.3 MacBook Pro 2.3GHz 128GB (Silver) with Airpods 2 Wireless Charging Case, Adapter Cord bundle, and Case Siri Bundle","1,403.12",Apple,,,,,Intel Core i5,2.3 GHz,,128 GB,8 GB DDR3,,,"13.3"""
"2017 Apple 13.3 MacBook Pro 2.3GHz 128GB (Space Gray) with Case, USB C Adapter Cord and 7 port USB Hub Deluxe Case Bundle","1,248.12",Apple,,,,,Intel Core i5,2.3 GHz,,128 GB,8 GB DDR3,,,"13.3"""
"2018 Apple 13.3 MacBook Pro with Touch Bar 2.3GHz 512GB (Space Gray) with Sony WH-1000XM3 Headphones (Silver), Adapter Cord bundle, and Case Music Bundle","1,922.05",Apple,,,,,Intel Core i5,2.3 GHz,,512 GB,8 GB DDR3,,,"13.3"""
"2017 MacBook Air 13-inch: 1.8GHz dual-core Intel Core i5, 256GB with Adapter Cord bundle and 7 port USB Hub Essentials Bundle","1,107.47",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"2017 Apple 13.3 MacBook Pro 2.3GHz 128GB (Space Gray) with Sony WH-1000XM3 Headphones (Silver), Adapter Cord bundle, and Case Music Bundle","1,526.49",Apple,,,,,Intel Core i5,2.3 GHz,,128 GB,8 GB DDR3,,,"13.3"""
"2018 Apple 13.3 MacBook Pro with Touch Bar 2.3GHz 512GB (Space Gray) with Case, USB C Adapter Cord and 7 port USB Hub Deluxe Case Bundle","1,643.76",Apple,,,,,Intel Core i5,2.3 GHz,,512 GB,8 GB DDR3,,,"13.3"""
"2018 Apple 13.3 MacBook Pro with Touch Bar 2.3GHz 512GB (Silver) with Airpods 2 Wireless Charging Case, Adapter Cord bundle, and Case Siri Bundle","1,937.88",Apple,,,,,Intel Core i5,2.3 GHz,,512 GB,8 GB DDR3,,,"13.3"""
"Apple 13.3"" MacBook Air with Retina Display (Late 2018, Silver) MREA2LL/A (Spanish Keyboard)",932.00,Apple,,,,,,,,,8 GB,,,"13.3"""
"2017 MacBook Air 13-inch: 1.8GHz dual-core Intel Core i5, 256GB with Magic Mouse 2, Adapter Cord bundle, and Clear Case Mobile Bundle","1,189.81",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"Apple MacBook MF855LL/A 12-Inch Laptop with Retina Display (Silver, 256 GB)","2,950.00",Apple,MacBook,MF855LL/A,,Mac OS X v10.10 Yosemite,Intel Core i5,1.10 GHz,,256 GB,8 GB,,,"12.0"""
"2017 MacBook Air 13-inch: 1.8GHz dual-core Intel Core i5, 256GB with Airpods 2 Wireless Charging Case, Adapter Cord bundle, and Clear Case Siri Bundle","1,296.76",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"2017 MacBook Air 13-inch: 1.8GHz dual-core Intel Core i5, 256GB with Sony WH-1000XM3 Headphones (Silver), Adapter Cord bundle, and Clear Case Music Bundle","1,387.83",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"Apple MacBook Pro 15.4"" Retina with Touch Bar - Intel Core i7 2.70 GHz Quad, 16 GB Memory, 512 GB SSD, AMD Radeon Pro 455, 2880x1800 (220 ppi, 500 nits), Mac OS X v10.12 Sierra - A1707 MLH42LL/A","3,450.00",Apple,MacBook Pro With Touch Bar,MLH42LL/A,,Mac OS X v10.12 Sierra,Intel Core i7 6th Gen,2.70 GHz,Quad-core Processor,512 GB SSD,16 GB,AMD Radeon Pro 455,2 GB,"15.4"""
"Apple MacBook MJY42LL/A Intel Core M-5Y51 X2 1.1GHz 8GB 512GB 12"" MacOSX, Space Gray","1,795.00",Apple,MacBook,MJY42LL/A,,Mac OS X v10.9 Mavericks,Intel Core M,1.10 GHz,Dual-core Processor,512 GB,8 GB,Intel HD Graphics 5300,Shared system memory,"12.0"""
"Refurbished: Apple Grade B Laptop MacBook Air A1466 Intel Core i7 3667U (2.00 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 4000 13.3"" Mac OS X v10.10 Yosemite",775.00,Apple,MacBook Air,A1466,3,Mac OS X v10.10 Yosemite,Intel Core i7,3667U (2.00 GHz),,256 GB SSD,8 GB,Intel HD Graphics 4000,Shared system memory,"13.3"""
"2018 MacBook Air 13-inch: 1.6GHz dual-core Intel Core i5, 256GB (Gold) with Adapter Cord bundle and 7 port USB Hub Essentials Bundle","1,208.95",,MacBook Air,MREF2LL/A,,,Intel Core i5,1.60 GHz,,,8 GB,,,"13.3"""
"2018 MacBook Air 13-inch: 1.6GHz dual-core Intel Core i5, 256GB (Gold) with Magic Mouse 2, Adapter Cord bundle, and Clear Case Mobile Bundle","1,291.20",,MacBook Air,MREF2LL/A,,,Intel Core i5,1.60 GHz,,,8 GB,,,"13.3"""
"2018 MacBook Air 13-inch: 1.6GHz dual-core Intel Core i5, 256GB (Gold) with Airpods 2 Wireless Charging Case, Adapter Cord bundle, and Clear Case Siri Bundle","1,398.15",,MacBook Air,MREF2LL/A,,,Intel Core i5,1.60 GHz,,,8 GB,,,"13.3"""
"2017 MacBook Air 13-inch: 1.8GHz dual-core Intel Core i5, 128GB with Magic Mouse 2, Adapter Cord bundle, and Clear Case Mobile Bundle",863.47,,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD #MQD32LL/A + Padded Case For Macbook + Fibercloth Bundle",739.43,,,,,,,,,,,,,"13.3"""
"Late 2016 15"" MacBook Pro ""Retina"" 2.9GHz i7/16GB/512GB/AMD Radeon 450/Touchbar/Silver MLH42LL/A-CTO","3,750.00",Apple,"15"" MacBook Pro",Late 2016,,macOS,,,,512GB PCIe Based Flash Storage,16GB onboard 2133MHz LPDDR3 SDRAM,,2GB,"15.4"""
"2018 MacBook Air 13-inch: 1.6GHz dual-core Intel Core i5, 256GB (Gold) with Sony WH-1000XM3 Headphones (Silver), Adapter Cord bundle, and Clear Case Music Bundle","1,489.13",,MacBook Air,MREF2LL/A,,,Intel Core i5,1.60 GHz,,,8 GB,,,"13.3"""
"2017 MacBook Air 13-inch: 1.8GHz dual-core Intel Core i5, 128GB with Airpods 2 Wireless Charging Case, Adapter Cord bundle, and Clear Case Siri Bundle",970.34,,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"2019 MacBook Air 13-inch: 1.6GHz dual-core Intel Core i5, 128GB (Gold) with Adapter Cord bundle and 7 port USB Hub Essentials Bundle","1,059.22",,,,,,,1.60 GHz,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, Silver) MV992LL/A With Cleaning Kit and Soft Case - Base Bundle","1,719.98",,MacBook Pro,,,,Intel Core i5,2.40 GHz,,,8 GB,Intel Iris Graphics,,"13.3"""
"2019 MacBook Air 13-inch: 1.6GHz dual-core Intel Core i5, 256GB (Silver) with Adapter Cord bundle and 7 port USB Hub Essentials Bundle","1,315.90",,,,,,,1.60 GHz,,,8 GB,,,"13.3"""
"2017 MacBook Air 13-inch: 1.8GHz dual-core Intel Core i5, 128GB with Adapter Cord bundle and 7 port USB Hub Essentials Bundle",781.19,,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"2017 MacBook Air 13-inch: 1.8GHz dual-core Intel Core i5, 128GB with Sony WH-1000XM3 Headphones (Silver), Adapter Cord bundle, and Clear Case Music Bundle","1,061.47",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, Silver) MV922LL/A With Cleaning Kit and Soft Case - Base Bundle","2,221.48",,MacBook Pro,,,,Intel Core i7,2.60 GHz,,,16 GB,AMD Radeon Pro 555,,"15.4"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, Silver) With Cleaning Kit and Soft Case - Base Bundle","1,901.80",,MacBook Pro,,,,Intel Core i5,2.40 GHz,,,8 GB,Intel Iris Graphics,,"13.3"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, Space Gray) MV962LL/A With Cleaning Kit and Soft Case - Base Bundle","1,719.98",,MacBook Pro,,,,Intel Core i5,2.40 GHz,,,8 GB,Intel Iris Graphics,,"13.3"""
"2019 MacBook Air 13-inch: 1.6GHz dual-core Intel Core i5, 128GB (Space Gray) with Adapter Cord bundle and 7 port USB Hub Essentials Bundle","1,059.22",,,,,,,1.60 GHz,,,8 GB,,,"13.3"""
"Apple 12"" MacBook (Mid 2017, Gold) MNYL2LL/A + Padded Case For Macbook + 7 Port USB Hub (White) Bundle","1,510.52",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Silver) (MNYJ2LL/A) + Padded Case For Macbook + 7 Port USB Hub (White) Bundle","1,473.09",,,,,,,,,,,,,
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, Silver) MV932LL/A With Cleaning Kit, Soft Case, Corel Software, Ear Pods, Magic Mouse - Starter","2,667.50",,MacBook Pro,,,,,2.3 GHz,,,16 GB,AMD Radeon Pro 560,,"15.4"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, Silver) With Cleaning Kit, Soft Case, Corel Software, Ear Pods, Magic Mouse - Starter","2,000.35",,MacBook Pro,,,,Intel Core i5,2.40 GHz,,,8 GB,Intel Iris Graphics,,"13.3"""
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, Space Gray) (MV902LL/A) With Cleaning Kit, Soft Case, Corel Software, Ear Pods, Magic Mouse - Starter","2,341.81",,MacBook Pro,,,,Intel Core i7,2.60 GHz,,,16 GB,AMD Radeon Pro 555,,"15.4"""
"2019 MacBook Air 13-inch: 1.6GHz dual-core Intel Core i5, 128GB (Silver) with Adapter Cord bundle and 7 port USB Hub Essentials Bundle","1,059.22",,,,,,,1.60 GHz,,,8 GB,,,"13.3"""
"2019 MacBook Air 13-inch: 1.6GHz dual-core Intel Core i5, 256GB (Gold) with Adapter Cord bundle and 7 port USB Hub Essentials Bundle","1,315.86",,,,,,,1.60 GHz,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, Silver) MV992LL/A With Cleaning Kit, Soft Case, Corel Software, Air Pods, Magic Mouse, Magic TrackPad, USB-C toUSB Adapter - Magic Bundle","2,090.47",,MacBook Pro,,,,Intel Core i5,2.40 GHz,,,8 GB,Intel Iris Graphics,,"13.3"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, Space Gray) MV962LL/A With Cleaning Kit, Soft Case, Corel Software, Air Pods, Magic Mouse, Magic TrackPad, USB-C toUSB Adapter - Magic Bundle","2,133.79",,MacBook Pro,,,,Intel Core i5,2.40 GHz,,,8 GB,Intel Iris Graphics,,"13.3"""
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, Space Gray) (MV902LL/A) With Cleaning Kit, Soft Case, Corel Software, Air Pods, Magic Mouse, Magic TrackPad, USB-C toUSB Adapter - Magic Bundle","2,645.82",,MacBook Pro,,,,Intel Core i7,2.60 GHz,,,16 GB,AMD Radeon Pro 555,,"15.4"""
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + MicroFiber Cloth + 2.4 GHz Slim Optical Wireless Bluetooth + Padded Case For Macbook Bundle","1,081.38",,,,,,,,,,,,,"13.3"""
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, Silver) MV932LL/A With Cleaning Kit, Soft Case, Corel Software, Air Pods, Magic Mouse, Magic TrackPad, USB-C toUSB Adapter - Magic Bundle","2,939.42",,MacBook Pro,,,,,2.3 GHz,,,16 GB,AMD Radeon Pro 560,,"15.4"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) + Padded Case For Macbook + 2.4 GHz Slim Optical Wireless Bluetooth + 7 Port USB Hub (White) Bundle","1,285.97",Apple,,,,,,,,,,,,"13.3"""
"Apple 12"" MacBook (Mid 2017, Gold) (MNYL2LL/A) + Padded Case For Macbook + 7 Port USB Hub (White) Bundle","1,483.79",,,,,,,,,,,,,
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, Silver) MV922LL/A With Cleaning Kit, Soft Case, Corel Software, Air Pods, Magic Mouse, Magic TrackPad, USB-C toUSB Adapter - Magic Bundle","2,592.25",,MacBook Pro,,,,Intel Core i7,2.60 GHz,,,16 GB,AMD Radeon Pro 555,,"15.4"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, Space Gray) With Cleaning Kit, Soft Case, Corel Software, Air Pods, Magic Mouse, Magic TrackPad, USB-C toUSB Adapter - Magic Bundle","2,326.44",,MacBook Pro,,,,Intel Core i5,2.40 GHz,,,8 GB,Intel Iris Graphics,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray)MPXQ2LL/A + MicroFiber Cloth + 2.4 GHz Slim Optical Wireless Bluetooth + Padded Case For Macbook Bundle","1,317.36",,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Silver)MPXR2LL/A + MicroFiber Cloth + 2.4 GHz Slim Optical Wireless Bluetooth + Padded Case For Macbook Bundle","1,285.20",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD (MQD42LL/A) + MicroFiber Cloth + 2.4 GHz Slim Optical Wireless Bluetooth + Padded Case For Macbook Bundle","1,153.30",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Silver) (MNYJ2LL/A) + Padded Case For Macbook + iHip IP-IV-WH Fiber Cord Headphone with In-Line Microphone Bundle","1,424.43",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Gold) (MNYL2LL/A) + Padded Case For Macbook + iHip IP-IV-WH Fiber Cord Headphone with In-Line Microphone Bundle","1,435.12",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Silver) MNYJ2LL/A + Padded Case For Macbook + 7 Port USB Hub (White) Bundle","1,499.83",,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) (MPXQ2LL/A) + Padded Case For Macbook + 2.4 GHz Slim Optical Wireless Bluetooth + iHip IP-IV-WH Fiber Cord Headphone with In-Line Microphone Bundle","1,269.47",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) + Padded Case For Macbook + 2.4 GHz Slim Optical Wireless Bluetooth + 7 Port USB Hub Bundle","1,312.71",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray)(MPXQ2LL/A) + Padded Case For Macbook + 2.4 GHz Slim Optical Wireless Bluetooth + iHip IP-IV-WH Fiber Cord Headphone with In-Line Microphone Bundle","1,323.48",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) (MPXR2LL/A) + MicroFiber Cloth + 2.4 GHz Slim Optical Wireless Bluetooth + Padded Case For Macbook Bundle","1,199.64",,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray)(MPXQ2LL/A) + Padded Case For Macbook + 2.4 GHz Slim Optical Wireless Bluetooth + 7 Port USB Hub (White) Bundle","1,344.87",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + MicroFiber Cloth + 2.4 GHz Slim Optical Wireless Bluetooth + Padded Case For Macbook Bundle",827.03,,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) MPXR2LL/A + MicroFiber Cloth + 2.4 GHz Slim Optical Wireless Bluetooth + Padded Case For Macbook Bundle","1,215.41",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD MQD32LL/A + MicroFiber Cloth + 2.4 GHz Slim Optical Wireless Bluetooth + Padded Case For Macbook Bundle",755.10,,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) (MPXQ2LL/A) + Padded Case For Macbook + 2.4 GHz Slim Optical Wireless Bluetooth + 7 Port USB Hub (White) Bundle","1,318.13",Apple,,,,,,,,,,,,"13.3"""
"Apple 12"" MacBook (Mid 2017, Silver) MNYJ2LL/A + Padded Case For Macbook + iHip IP-IV-WH Fiber Cord Headphone with In-Line Microphone Bundle","1,478.44",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Gold) MNYL2LL/A + Padded Case For Macbook + iHip IP-IV-WH Fiber Cord Headphone with In-Line Microphone Bundle","1,489.13",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD #MQD32LL/A (Newest Version) With 2 Year Extended Warranty Frosted Clear Bundle",763.04,,,,,,,,,,,,,
"13 Inch MacBook Air w/ Retina Display 256GB SSD (Late 2018, Gold) MREF2LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, USB 3.0 3-In-1 Hub, and Cleaning Kit","1,187.18",,,,,,,1.60 GHz,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD #MQD32LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Turquoise) + Apple USB SuperDrive Bundle",862.52,,,,,,,,,,,,,
"13 Inch MacBook Air w/ Retina Display 256GB SSD (Late 2018, Gold) MREF2LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, 2-Year Warranty, and Cleaning Kit","1,197.35",,,,,,,1.60 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air 128GB SSD Intel Core i5 (Mid 2017, Silver) MQD32LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, 2-Year Warranty, and Cleaning Kit",767.18,,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air 128GB SSD Intel Core i5 (Mid 2017, Silver) MQD32LL/A Laptop Computer Best Value Bundle Includes Wireless Mouse, USB Flash Drive, and Cleaning Kit",745.52,,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air 256GB SSD Intel Core i5 (Mid 2017, Silver) MQD42LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, 2-Year Warranty, and AirPods (1st Gen)","1,232.76",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD #MQD32LL/A (Newest Version) With 2 Year Extended Warranty Blue Bundle",766.20,,,,,,,,,,,,,"13.3"""
"13 Inch MacBook Air 128GB SSD Intel Core i5 (Mid 2017, Silver) MQD32LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, USB 3.0 3-In-1 Hub, and Cleaning Kit",764.50,,,,,,,,,,,,,
"13 Inch MacBook Air 128GB SSD Intel Core i5 (Mid 2017, Silver) MQD32LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, 2-Year Warranty, and Cleaning Kit",762.10,,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Turquoise) + Apple USB SuperDrive Bundle",926.96,,,,,,,,,,,,,
"13 Inch MacBook Air 128GB SSD Intel Core i5 (Mid 2017, Silver) MQD32LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, 2-Year Warranty, and AirPods (1st Gen)",906.56,,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Turquoise) + Apple USB SuperDrive Bundle","1,204.66",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD MQD32LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Clear) + Apple USB SuperDrive Bundle",875.06,,,,,,,,,,,,,
"13 Inch MacBook Air 128GB SSD Intel Core i5 (Mid 2017, Silver) MQD32LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, AirPods (1st Gen), and Cleaning Kit",889.98,,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air 256GB SSD Intel Core i5 (Mid 2017, Silver) MQD42LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, AirPods (1st Gen), and Cleaning Kit","1,221.40",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air 128GB SSD Intel Core i5 (Mid 2017, Silver) MQD32LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, AirPods (1st Gen), and Cleaning Kit",895.06,,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air 256GB SSD Intel Core i5 (Mid 2017, Silver) MQD42LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, 2-Year Warranty, and Cleaning Kit","1,093.45",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Clear) + Apple USB SuperDrive Bundle","1,201.42",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Red) + Apple USB SuperDrive Bundle",926.99,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Blue) + Apple USB SuperDrive Bundle","1,204.66",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Black) + Apple USB SuperDrive Bundle","1,204.82",,,,,,,,,,,,,
"13 Inch MacBook Air 256GB SSD Intel Core i5 (Mid 2017, Silver) MQD42LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, AirPods (1st Gen), and Cleaning Kit","1,216.18",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Blue) + 3 Foot Lightning USB Cable (1 Meter) Bundle","1,135.86",,,,,,,,,,,,,
"13 Inch MacBook Air 256GB SSD Intel Core i5 (Mid 2017, Silver) MQD42LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, 2-Year Warranty, and AirPods (1st Gen)","1,237.98",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
13-inch MacBook Pro with Touch Bar: dual-core i5 512GB - Silver + Ethernet Bundle + Maintanence Kit,"2,034.17",Apple,,,,,,2.3 GHz,,,,,,"13.3"""
"13 Inch MacBook Air w/ Retina Display 256GB SSD (Late 2018, Gold) MREF2LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, 2-Year Warranty, and AirPods (1st Gen)","1,341.78",,,,,,,1.60 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air w/ Retina Display 256GB SSD (Late 2018, Gold) MREF2LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, 2-Year Warranty, and AirPods (1st Gen)","1,346.86",,,,,,,1.60 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air 256GB SSD Intel Core i5 (Mid 2017, Silver) MQD42LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, USB 3.0 3-In-1 Hub, and Cleaning Kit","1,090.78",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air 128GB SSD Intel Core i5 (Mid 2017, Silver) MQD32LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, 2-Year Warranty, and AirPods (1st Gen)",911.64,,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air 256GB SSD Intel Core i5 (Mid 2017, Silver) MQD42LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, USB 3.0 3-In-1 Hub, and Cleaning Kit","1,085.69",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air w/ Retina Display 256GB SSD (Late 2018, Gold) MREF2LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, 2-Year Warranty, and Cleaning Kit","1,202.43",,,,,,,1.60 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air 128GB SSD Intel Core i5 (Mid 2017, Silver) MQD32LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, USB 3.0 3-In-1 Hub, and Cleaning Kit",759.41,,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Red) + 3 Foot Lightning USB Cable (1 Meter) Bundle","1,136.04",,,,,,,,,,,,,
