name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"Refurbished: Apple Grade C Laptop MacBook Air RRMJVP2LL/AU1-C Intel Core i5 5th Gen 5250U (1.60 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 6000 11.6"" Mac OS X v10.10 Yosemite",,Apple,MacBook Air,RRMJVP2LL/AU1-C,5,Mac OS X v10.10 Yosemite,Intel Core i5 5th Gen,5250U (1.60 GHz),Dual-core Processor,256 GB SSD,8 GB,Intel HD Graphics 6000,Shared system memory,"11.6"""
"Refurbished: Apple Grade A Laptop MacBook Air RRMJVR2LL/AU2-A Intel Core i7 2.20 GHz 8 GB Memory 512 GB SSD 11.6"" Mac OS X v10.10 Yosemite",684.99,Apple,MacBook Air,RRMJVR2LL/AU2-A,5,Mac OS X v10.10 Yosemite,Intel Core i7,2.20 GHz,,512 GB SSD,8 GB,,,"11.6"""
"Refurbished: Apple MacBook Pro ""Retina"" 15.4 inch - Intel® Core™ i7 2.80GHz Quad, 16GB RAM, 256GB Flash Storage, AMD Radeon R9 M370X + Iris 5200 Pro, Force Touch Trackpad, macOS Mojave - A1398 MJLU2LL/A B Mid-2015","1,049.00",Apple,MacBook Pro,A1398 Mid-2015,,Mac OS X v10.14 Mojave,Intel Core i7,4980HQ (2.80 GHz),Quad-core Processor,256GB PCIe based Flash SSD,16 GB,"dual graphics processors -- an AMD Radeon R9 M370X with 2 GB of dedicated GDDR5 memory and an integrated Intel Iris 5200 Pro graphics processor with 128 MB of ""Crystalwell"" embedded DRAM",2 GB,"15.4"""
"Apple 13.3"" MacBook Air with Retina Display (Mid 2019, Silver)","1,268.94",Apple,,,,,Intel Core i5 8th Gen,8210Y (1.60 GHz),,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air with Retina Display (Late 2018, 128GB, Space Gray) Basic Accessory Bundle Bundle","1,650.00",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air (MREF2LL/A) with Retina Display 1.6GHz Dual-Core i5 CPU, 8GB RAM, 256GB SSD (Late 2018, Gold) - Starter Bundle","1,167.94",Apple,,,,,Intel Core i5,1.60 GHz,,,,,,"13.3"""
"Refurbished: Apple Laptop MacBook Pro MD104LL/A Intel Core i7 3720QM (2.60 GHz) 8 GB Memory 750 GB HDD NVIDIA GeForce GT 650M 15.4"" Mac OS X v10.7 Lion",639.00,Apple,MacBook Pro,MD104LL/A,,Mac OS X v10.7 Lion,Intel Core i7,3720QM (2.60 GHz),,750 GB,8 GB,NVIDIA GeForce GT 650M,1 GB,"15.4"""
"Refurbished: Apple Grade A Laptop MacBook Pro (Mid-2015) MJLU2LL/A Intel Core i7 4th Gen 4980HQ (2.80 GHz) 16 GB Memory 1 TB SSD 15.4"" Mac OS X v10.10 Yosemite","1,199.99",Apple,MacBook Pro (Mid-2015),MJLU2LL/A,,Mac OS X v10.10 Yosemite,Intel Core i7 4th Gen,4980HQ (2.80 GHz),Quad-core Processor,1 TB PCIe-based flash storage,16 GB,,,"15.4"""
Refurbished: Apple Macbook (MNYK2LL/A) 12-inch Retina Display Intel Core m3 8GB Memory 256GB SSD - Gold (Mid-2017),975.00,Apple,MacBook,MNYK2LL/A,,Mac OS X v10.13 High Sierra,Intel Core M3,1.20 GHz,Dual-core Processor,,8 GB,Intel HD Graphics 615,,"12.0"""
"Refurbished: Apple Macbook White 13.3"" Laptop MB062LL/B Intel Core 2 Duo 2.2Ghz 2GB Ram 120GB HD OSX 10.7 Lion Grade B",149.90,,,,,Mac OS X v10.7 Lion,Intel Core 2 Duo,2.20 GHz,,,2 GB,,,"13.3"""
"Refurbished: Apple MacBook Pro 13.3"" MB990LL/A Intel Core 2 Duo 2.26ghz 4gb Ram 160gb HD OSX 10.11 El Capitan Grade B",249.90,,,,,Mac OS X v10.11 El Capitan,Intel Core 2 Duo,,,,4 GB,,,"13.3"""
"Refurbished: Apple Macbook White 13.3"" Laptop MB881LL/A Intel Core 2 Duo 2.0Ghz 2GB Ram 120GB HD OSX 10.11 El Capitan Grade B",149.90,,,,,Mac OS X v10.11 El Capitan,Intel Core 2 Duo,2.00 GHz,,,2 GB,,,"13.3"""
New Bottom Case feet & Screws +Tools For MacBook Pro A1278 A1286 A1297 2009-2012,6.11,,,,,,,,,,,,,"10.0"""
"Refurbished: Apple A Grade Macbook Pro 15.4-inch (Retina DG, Space Gray, Touch Bar) 3.1Ghz Quad Core i7 (Mid 2017) MPTT2LL/A-BTO 1TB SSD 16GB Memory 2880x1800 Display Mac OS Sierra Power Adapter Included","1,979.97",Apple,MacBook Pro,,,Mac OS X v10.12 Sierra,Intel Core i7,3.10 GHz,Quad-core Processor,1 TB,16 GB,AMD Radeon Pro 560,4 GB,"15.4"""
"Refurbished: Apple Grade C Laptop MacBook (2015 Model) RRMK4N2LL/A-C Intel Core M 5Y51 (1.10 GHz) 8 GB Memory 512 GB SSD 12.0"" Mac OS X v10.11 El Capitan",875.00,Apple,MacBook (2015 Model),RRMK4N2LL/A-C,5,Mac OS X v10.11 El Capitan,Intel Core M,5Y51 (1.10 GHz),Dual-core Processor,512 GB SSD,8 GB,,,"12.0"""
"Apple 13"" MacBook Air,Intel Core i7, 8GB RAM, 128GB SSD,Backlit Keyboard,Thunderbolt 2,SDXC card slot,Bluetooth,Webcam,Mac OS,Silver",899.99,Apple,MacBook Air,,1,Mac OS X v10.12 Sierra,Intel Core i7,2.20 GHz,,128 GB,8 GB,,,"13.3"""
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, 512GB SSD, Space Gray)","2,525.00",Apple,,,,,,,,,16 GB,,,"15.4"""
Storite GS23N 8X DVD±RW DL Slot-Loading Notebook SATA Drive for Apple MacBook/MacBook Pro,142.99,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD MQD32LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Blue) + 3 Foot Lightning USB Cable 1 Meter Bundle",900.83,,,,,,,,,,,,,
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, 512GB SSD, Silver)","2,563.06",Apple,,,,,,,,,16 GB,,,"15.4"""
"Apple Macbook Pro 15"" A1286 Core i7 2.0Ghz Motherboard 21PWIMB01P0 21PWIMB0120",368.87,,,,5,,,,,,,,,
"Apple 15.4"" MacBook Pro Laptop MR942LL/A Retina, Touch Bar, 2.6GHz 6-Core Intel Core i7, 16GB RAM, 512GB SSD Storage Space Gray with Padded Case and Mouse  - Starter Bundle","2,571.95",,,,,,,,,,16 GB,,,"15.4"""
"Refurbished: Apple Grade C Laptop MacBook Pro with Touch Bar (Mid-2017) MPXV2LL/A Intel Core i5 7th Gen 7267U (3.10 GHz) 8 GB Memory 256 GB SSD Intel Iris Plus Graphics 650 13.3"" Mac OS X v10.12 Sierra","1,275.00",Apple,MacBook Pro with Touch Bar (Mid-2017),MPXV2LL/A,,Mac OS X v10.12 Sierra,Intel Core i5 7th Gen,7267U (3.10 GHz),Dual-core Processor,256 GB SSD,8 GB,Intel Iris Plus Graphics 650,Shared system memory,"13.3"""
"Apple 12"" MacBook (Mid 2017, Gold) (MNYL2LL/A) + Padded Case For Macbook + Apple AirPods Wireless Bluetooth Earphones Bundle","1,643.14",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Gold) MNYL2LL/A + Padded Case For Macbook + Apple AirPods Wireless Bluetooth Earphones Bundle","1,589.13",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Gold) MNYL2LL/A + Padded Case For Macbook + 7 Port USB Hub (White) + Apple AirPods Wireless Bluetooth Earphones Bundle","1,573.36",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Silver) (MNYJ2LL/A) + Padded Case For Macbook + 7 Port USB Hub (White) + Apple AirPods Wireless Bluetooth Earphones Bundle","1,632.45",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Silver) MNYJ2LL/A + Padded Case For Macbook + 7 Port USB Hub (White) + Apple AirPods Wireless Bluetooth Earphones Bundle","1,562.66",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Silver) (MNYJ2LL/A) + Padded Case For Macbook + 2.4 GHz Slim Optical Wireless Bluetooth + Travel USB 5V Wall Charger for iPhone/iPad (White) Bundle","1,653.84",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD MQD32LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Blue) + 3 Foot Lightning USB Cable (1 Meter) Bundle",809.66,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Red) + 3 Foot Lightning USB Cable (1 Meter) Bundle",825.48,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD (MQD42LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Red) + 3 Foot Lightning USB Cable 1 Meter Bundle","1,205.83",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Turquoise) + 3 Foot USB Cable 1 Meter Bundle","1,227.18",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD (MQD42LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" Turquoise + 3 Foot USB Cable 1 Meter Bundle","1,205.79",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD (MQD42LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" Clear + 3 Foot Lightning USB Cable (1 Meter) Bundle","1,197.20",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Gold) (MNYL2LL/A) + Padded Case For Macbook + 7 Port USB Hub (White) + Apple AirPods Wireless Bluetooth Earphones Bundle","1,643.14",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD (MQD42LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" Clear + 3 Foot Lightning USB Cable 1 Meter Bundle","1,202.55",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD (MQD42LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" Black + 3 Foot Lightning USB Cable 1 Meter Bundle","1,205.96",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD (MQD42LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Red) + 3 Foot Lightning USB Cable (1 Meter) Bundle","1,151.82",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD MQD32LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Red) + 3 Foot Lightning USB Cable (1 Meter) Bundle",809.70,,,,,,,,,,,,,
name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"Apple 13.3"" MacBook Air 256GB SSD (MQD42LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Clear) + 3 Foot Lightning USB Cable Bundle","1,148.53",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD (MQD42LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Blue) + 3 Foot Lightning USB Cable Bundle","1,151.64",,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) MPXQ2LL/A + 2.4 GHz Slim Optical Wireless Bluetooth + Travel USB 5V Wall Charger for iPhone/iPad (White) + Padded Case For Macbook Bundle","1,477.63",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Blue) + 3 Foot Lightning USB Cable 1 Meter Bundle","1,227.04",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD MQD32LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Red) + 3 Foot Lightning USB Cable 1 Meter Bundle",900.88,,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) MPXQ2LL/A + Padded Case For Macbook + MicroFiber Cloth + 7 Port USB Hub (White) + Apple AirPods Wireless Bluetooth Earphones Bundle","1,423.61",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD MQD32LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Black) + 3 Foot Lightning USB Cable (1 Meter) Bundle",809.83,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD (MQD42LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" Red + 3 Foot Lightning USB Cable 1 Meter Bundle","1,205.83",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Blue) + 3 Foot Lightning USB Cable 1 Meter Bundle",879.44,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Clear) + 3 Foot Lightning USB Cable (1 Meter) Bundle","1,132.76",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" Turquoise + 3 Foot USB Cable (1 Meter) Bundle",874.10,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Clear) + 3 Foot Lightning USB Cable 1 Meter Bundle","1,223.94",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" Red + 3 Foot Lightning USB Cable (1 Meter) Bundle",874.14,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD MQD42LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Turquoise) + 3 Foot USB Cable (1 Meter) Bundle","1,136.00",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" Black + 3 Foot Lightning USB Cable (1 Meter) Bundle",874.27,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Red) + 3 Foot Lightning USB Cable 1 Meter Bundle",879.49,,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) MPXR2LL/A + Mac Essentials Software Suite, Aftershot Pro 3, Painter Essentials 5, Roxio Toast Express, WinZip 6 Mac + Padded Case For Macbook Bundle","1,466.79",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Clear) + 3 Foot Lightning USB Cable 1 Meter Bundle",876.20,,,,,,,,,,,,,
"128GB SSD Card New 2010 2011 11"" 13"" for Apple MacBook Air macOS13 A1369 A1370 SATA 6.0Gbps",78.99,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" Turquoise + 3 Foot USB Cable 1 Meter Bundle",879.44,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD (MQD32LL/A) + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Black) + 3 Foot Lightning USB Cable 1 Meter Bundle",879.61,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD MQD32LL/A + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover for Apple Macbook Air 13-inch 13"" (Black) + 3 Foot Lightning USB Cable 1 Meter Bundle",901.01,,,,,,,,,,,,,
Apple MacBook Pro Retina Late 2012 Early 2013 13in A1425  SSD 256GB  661-7009,110.76,,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) MPXR2LL/A + Padded Case For Macbook + Mac Essentials Software Suite, Aftershot Pro 3, Painter Essentials 5, Roxio Toast Express, WinZip 6 Mac Bundle","1,440.05",,,,,,,,,,,,,
"Apple MacBook Pro (2012 Model) Intel Core i5 4GB DDR3 500GB HDD 13.3"" Mac OS X v10.8 Mountain Lion (MD101LL/A)",899.89,Apple,MacBook Pro,MD101LL/A,4,Mac OS X v10.8 Mountain Lion,Intel Core i5,2.5 GHz,,500 GB,4 GB,Intel HD Graphics 4000,Shared system memory,"13.3"""
Refurbished: Apple MacBook IPS M-5Y31 Dual Core 1.1 GHz 8GB 256GB SSD Notebook-Gold (Certified Refurbished),754.99,Apple,,MacBook MacBook Retina A1534,,Mac OS X v10.10 Yosemite,,,Dual-core Processor,,,Intel HD Graphics 5300,,"12.0"""
"Refurbished: Apple Grade A Laptop MacBook Air (Early 2015) A1465 Intel Core i7 5th Gen 5650U (2.20 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 6000 13.3"" Mac OS X v10.12 Sierra",795.00,Apple,MacBook Air (Early 2015),A1465,,Mac OS X v10.12 Sierra,Intel Core i7 5th Gen,5650U (2.20 GHz),Dual-core Processor,256 GB SSD,8 GB,Intel HD Graphics 6000,Shared system memory,"13.3"""
"Apple 13.3"" MacBook Air with Retina Display MREF2LL/A (Late 2018, Gold) with Cleaning Kit, Corel Photo Essentials Kit, Surge Protector, Wireless Mouse, and 1-Year Extended Warranty","1,212.35",,,,,,,,,,8 GB,,,"13.3"""
"Apple MacBook Air 13.3""1440 x 900 Glossy|Intel Core i7|8GB RAM|128GB SSD| Backlit Keyboard |Thunderbolt 2|SDXC port|Bluetooth|Webcam| Mac OS| Silver",899.99,apple,Macbook Air,,,Mac OS,Intel Core i7,2.20 GHz,,128 GB,8 GB,,,"13.3"""
"Refurbished: Apple MacBook Pro MC721LL/A Intel Core i7-2635QM X4 2.0GHz 4GB 500GB 15.4"", Silver (Refurbished)",425.00,Apple,,MacBook Pro MC721LL/A,,Mac OS X v10.6 Snow Leopard,,,Quad-core Processor,,,Intel HD Graphics 3000,,"15.4"""
"Refurbished: Apple MacBook Pro Retina i7-3635QM x4 2.4GHz 8GB 256GB SSD GeForce GT 650M 15.4""-Refurbished",753.09,Apple,,MacBook Pro ME664LL/A,,Mac OS X v10.8 Mountain Lion,,,Quad-core Processor,,,Intel HD Graphics 4000,,"15.4"""
"Refurbished: Apple MacBook MLH72LL/A Intel Core M3-6Y30 X2 1.1GHz 8GB 512GB SSD 12"", Silver (Scratch and Dent)",848.99,,,,,,,,,,8 GB,2304 x 1440,,"12.0"""
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, Silver) MV932LL/A With Cleaning Kit and Soft Case - Base Bundle","2,568.91",,MacBook Pro,,,,,2.3 GHz,,,16 GB,AMD Radeon Pro 560,,"15.4"""
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, Space Gray) MV912LL/A With Cleaning Kit, Soft Case, Corel Software, Ear Pods, Magic Mouse - Starter","2,673.36",,MacBook Pro,,,,,2.3 GHz,,,16 GB,AMD Radeon Pro 560,,"15.4"""
"Apple 13.3"" MacBook Air 128GB SSD (Starters Bundle)",740.29,,,,4,,,,,,,,,"13.0"""
"CBK Battery A1495 020-8084-A For MacBook Air 11"" A1465 2013 2014 2015 MD711LL/A MD711LL/B MJVM2LL/A",74.00,CBK,,,,,,,,,,,,
"CBK Battery A1495 020-8084-A For MacBook Air 11"" A1465 2013 2014 2015 MD711LL/A MD711LL/B MJVM2LL/A",74.00,CBK,,,,,,,,,,,,
VG Multiple Briefcase Messenger Backpack Shoulder Bag for Apple MacBook/ Lenovo/ Dell/ ASUS/ Acer/ HP/ Toshiba/ Samsung/ Sony/ MSI 13.3/ 14/ 14.1/ 15/ 15.4/ 15.6 inch Laptop Chrome/ Ultrabook (Gray),106.90,Vangoddy,,,,,,,,,,,,
"Laptop Sleeve Notebook Pouch Messenger Bag Briefcase PC Pouch 12.5""/13.3"" for Acer Chromebook/Aspire/Asus ZenBook/HP Pavilion/Stream/Envy/Apple Macbook",148.00,Vangoddy,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, 512GB SSD, Silver)","1,894.57",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, 512GB SSD, Space Gray)","1,905.30",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) MPXR2LL/A + Apple AirPods Wireless Bluetooth Earphones + Travel USB 5V Wall Charger for iPhone/iPad (White) Bundle","1,445.40",,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) MPXR2LL/A + Travel USB 5V Wall Charger for iPhone/iPad (White) + Apple AirPods Wireless Bluetooth Earphones Bundle","1,375.61",,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) MPXR2LL/A + 7 Port USB Hub (White) + Apple AirPods Wireless Bluetooth Earphones + MicroFiber Cloth Bundle","1,445.40",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD + Apple Magic Mouse 2 + 3 Foot Lightning USB Cable (1 Meter) + 3-Year Extended Warranty Bundle",939.04,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD + Apple Magic Mouse 2 + 3 Foot Lightning USB Cable (1 Meter) + 2-Year Extended Warranty Bundle",890.37,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Green 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 2-Year Extended Warranty Bundle","1,139.98",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Silver) MNYJ2LL/A + Travel USB 5V Wall Charger for iPhone/iPad (White) + eDigitalUSA MicroFiber Cleaning Cloth + 7 Port USB Hub (White) Bundle","1,578.44",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Apple Magic Mouse 2 + 3 Foot Lightning USB Cable (1 Meter) + 2-Year Extended Warranty Bundle","1,216.72",,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Silver) (MNYJ2LL/A) + Travel USB 5V Wall Charger for iPhone/iPad (White) + eDigitalUSA MicroFiber Cleaning Cloth + 7 Port USB Hub (White) Bundle","1,632.45",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD + Apple Magic Mouse 2 + 3 Foot Lightning USB Cable (1 Meter) + 1-Year Extended Warranty Bundle",874.60,,,,,,,,,,,,,
"Apple 12"" MacBook (Mid 2017, Gold)(MNYL2LL/A) + Mac Essentials Software Suite, Aftershot Pro 3, Painter Essentials 5, Roxio Toast Express, WinZip 6 Mac + 2.4 GHz Slim Optical Wireless Bluetooth Bundle","1,664.53",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD + Red 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 3-Year Extended Warranty Bundle",862.44,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Red 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 3-Year Extended Warranty Bundle","1,188.64",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 256GB SSD + Blue 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 2-Year Extended Warranty Bundle","1,139.98",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Black 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 1-Year Extended Warranty Bundle","1,124.20",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Pink 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 3-Year Extended Warranty Bundle","1,188.64",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD + Apple Magic Mouse 2 + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover (Turquoise) + 1-Year Extended Warranty Bundle",884.81,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Green 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 1-Year Extended Warranty Bundle","1,124.20",,,,,,,,,,,,,
"Apple 12"" MacBook MLHC2LL/A Retina Display 256GB With Case, Corel Software , Accidental Warranty, Magic Mouse 2 and Air Pods - Executive Bundle","1,685.14",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Red 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 2-Year Extended Warranty Bundle","1,139.98",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Apple Magic Mouse 2 + 3 Foot Lightning USB Cable (1 Meter) + 3-Year Extended Warranty Bundle","1,265.38",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD + Green 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 1-Year Extended Warranty Bundle",797.93,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Pink 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 2-Year Extended Warranty Bundle","1,144.50",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Apple Magic Mouse 2 + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover (Clear) + 1-Year Extended Warranty Bundle","1,207.93",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD + Apple Magic Mouse 2 + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover (Black) + 1-Year Extended Warranty Bundle",884.97,Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD + Apple Magic Mouse 2 + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover (Clear) + 1-Year Extended Warranty Bundle",881.56,Apple,,,,,,,,,,,,"13.3"""
