,name,price,brand,rating,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen,weight
23,"HP Laptop 250 G7 (5YN09UT#ABA) Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-bit",499.99,HP,4,Intel Core i5 8th Gen,1.6,4,256,8,Intel UHD Graphics 620,Shared system memory,15.6,1.62
24,"HP Laptop EliteBook 840 G5 (6NT01UT#ABA) Intel Core i5 8th Gen 8350U (1.70 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-bit",869.89,HP,-1,-1,1.7,4,256,8,-1,-1,14,1.91
25,"ASUS ZenBook 14, Intel Core Whiskey Lake i7-8565U, 8 GB RAM, 512 GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, Ultra Thin and Light Laptop, 4-Way NanoEdge 14"" FHD UX431FA-ES74",889.99,ASUS,4,Intel Core i7 8th Gen,1.8,4,2515,8,Intel UHD Graphics 620,Shared system memory,14,2.3
26,"Apple Laptop MacBook Air (Mid 2017) MQD32LL/A Intel Core i5 5th Gen 5350U (1.80 GHz) 8 GB Memory 512 GB SSD Intel HD Graphics 6000 13.3"" Mac OS X v10.12 Sierra",1199.95,Apple,-1,Intel Core i5 5th Gen,1.8,2,512,8,Intel HD Graphics 6000,Shared system memory,13.3,1.35
27,"ASUS ZenBook 14, Intel Core Whiskey Lake i5-8265U, 8 GB RAM, 256 GB NVMe PCIe SSD, NumberPad, Wi-Fi 5, Windows 10, Ultra Thin and Light Laptop, 4-Way NanoEdge 14"" FHD, Silver Blue, UX431FA-ES51",787,ASUS,4,Intel Core i5 8th Gen,1.6,4,2259,8,Intel UHD Graphics 620,Shared system memory,14,2.2
28,"ASUS VivoBook F512 Thin & Light Laptop, 15.6"" FHD NanoEdge WideView, AMD R5-3500U, 8 GB DDR4, 128 GB SSD + 1 TB HDD, Backlit KB, Fingerprint, Windows 10, Slate Grey, F512DA-EB55 - OEM",529.99,ASUS,3,AMD Ryzen 5 2nd Gen,2.1,4,1128,8,AMD Radeon Vega 8,Shared system memory,15.6,1.88
29,"ASUS VivoBook F512 Thin & Light Laptop, 15.6"" FHD NanoEdge WideView, AMD R5-3500U, 8 GB DDR4, 128 GB SSD + 1 TB HDD, Backlit KB, Fingerprint, Windows 10, Coral Crush, F512DA-EB55-CL",529.99,ASUS,3,AMD Ryzen 5 2nd Gen,2.1,4,1128,8,AMD Radeon Vega 8,Shared system memory,15.6,2.5
30,"ASUS VivoBook F512 Thin & Light Laptop, 15.6"" FHD NanoEdge WideView, AMD R5-3500U, 8 GB DDR4, 128 GB SSD + 1 TB HDD, Backlit KB, Fingerprint, Windows 10, Transparent Silver, F512DA-EB55-SL - OEM",529.99,ASUS,3,AMD Ryzen 5 2nd Gen,2.1,4,1128,8,AMD Radeon Vega 8,Shared system memory,15.6,1.89
31,"Acer Laptop Swift 3 SF315-52-81HD Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 15.6"" Windows 10 Home 64-bit",639.99,Acer,3,Intel Core i7 8th Gen,1.8,4,256,8,Intel UHD Graphics 620,Shared system memory,15.6,1.65
32,"ASUS VivoBook S510UA-DS71 Ultra Thin and Portable Laptop, Intel Core i7-8550U Processor, 8 GB DDR4 RAM, 128 GB SSD + 1 TB HDD, 15.6"" FHD WideView Display, ASUS NanoEdge Bezel, Metal Cover, S510UA-DS71",819.99,ASUS,3,Intel Core i7 8th Gen,1.8,4,1128,8,Intel UHD Graphics 620,Shared system memory,15.6,2.71
33,"HP Laptop ProBook 430 G6 5VP50UT#ABA Intel Core i5 8th Gen 8265U (1.60 GHz) 4 GB Memory 128 GB SSD Intel UHD Graphics 620 13.3"" Windows 10 Home 64-bit",429.18,HP,3,Intel Core i5 8th Gen,1.6,4,128,4,Intel UHD Graphics 620,Shared system memory,13.3,1.2
34,"DELL Laptop XPS XPS9370-7040SLV Intel Core i7 8th Gen 8550U (1.80 GHz) 16 GB Memory 1 TB PCIe SSD Intel UHD Graphics 620 13.3"" Touchscreen Windows 10 Home 64-Bit",1889.99,DELL,3,Intel Core i7 8th Gen,1.8,4,1000,16,Intel UHD Graphics 620,Shared system memory,13.3,1.35
35,"MSI Laptop Prestige 14 A10SC-020 Intel Core i5 10th Gen 10210U (1.60 GHz) 16 GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 14.0"" Windows 10 Pro 64-bit",1199,MSI,-1,Intel Core i5 10th Gen,1.6,4,512,16,NVIDIA GeForce GTX 1650 Max-Q,4 GB,14,1.44
36,"MSI Laptop Modern 14 A10M-460 Intel Core i5 10th Gen 10210U (1.60 GHz) 8 GB Memory 512 GB NVMe SSD 14.0"" Windows 10 Home 64-bit",749,MSI,-1,Intel Core i5 10th Gen,1.6,4,512,8,-1,Shared system memory,14,2.1
37,"HP Laptop ProBook 645 G4 4LB50UT#ABA AMD Ryzen 5 1st Gen 2500U (2.00 GHz) 8 GB Memory 500 GB HDD AMD Radeon Vega 8 14.0"" Windows 10 Pro 64-bit",499,HP,-1,AMD Ryzen 5 1st Gen,2,2,500,8,AMD Radeon Vega 8,Shared system memory,14,2.8
38,"MSI Laptop Modern 14 A10RB-459 Intel Core i5 10th Gen 10210U (1.60 GHz) 8 GB Memory 512 GB NVMe SSD NVIDIA GeForce MX250 14.0"" Windows 10 Pro 64-bit",899,MSI,-1,Intel Core i5 10th Gen,1.6,4,512,8,NVIDIA GeForce MX250,2 GB,14,1.86
39,"HP Laptop ProBook 650 G2 7VJ87UT#ABA Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 15.6"" Windows 10 Pro 64-bit",574.69,HP,-1,Intel Core i5 6th Gen,2.4,2,256,8,Intel HD Graphics 520,Shared system memory,15.6,2.1
40,"ASUS ZenBook 13 8th Gen Intel Whiskey Lake Core i5-8265U Processor, Nvidia MX150, 8GB LPDDR3, 256GB SSD, Backlit KB, Fingerprint, Windows 10 - UX331FN-DH51T, Slate Grey  Ultra-Slim Laptop 13.3”",984.99,ASUS,3,Intel Core i5 8th Gen,1.6,4,256,8,NVIDIA GeForce MX150,2 GB,13.3,2
41,"ASUS Laptop X509FA-DB51 Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 15.6"" Windows 10 Home 64-bit",572.99,ASUS,-1,Intel Core i5 8th Gen,1.6,4,256,8,Intel UHD Graphics 620,Shared system memory,15.6,2.65
42,"MSI Laptop Modern 15 A10M-014 Intel Core i5 10th Gen 10210U (1.60 GHz) 8 GB Memory 512 GB NVMe SSD Intel UHD Graphics 15.6"" Windows 10 Home 64-bit",849.99,MSI,-1,Intel Core i5 10th Gen,1.6,4,512,8,Intel UHD Graphics,Shared system memory,15.6,2.3
43,"ASUSPRO P5440 Thin & Light Business Laptop, 14"" Wideview FHD, Intel Core i5-8265U, 8GB RAM, 512GB PCIe SSD, Fingerprint, Backlit KB, Windows 10 Pro, 10hrs Battery Life, P5440FA-XB54",899.99,ASUS,-1,Intel Core i5 8th Gen,1.6,4,2515,8,Intel UHD Graphics 620,Shared system memory,14,2.2
44,"DELL Laptop Vostro 3WX7T Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-bit",630.12,DELL,-1,Intel Core i5 8th Gen,1.6,4,256,8,Intel UHD Graphics 620,Shared system memory,15.6,2.77
45,"Lenovo Laptop IdeaPad S940 81R00004US Intel Core i7 8th Gen 8565U (1.80 GHz) 8 GB LPDDR3 Memory 256 GB PCIe SSD Intel UHD Graphics 620 14.0"" Windows 10 Home 64-bit",1299.99,Lenovo,-1,Intel Core i7 8th Gen,1.8,4,256,8,Intel UHD Graphics 620,Shared system memory,14,1.37
46,"2020 HP 15.6"" HD Touchscreen Premium Home & Business Laptop, 10th Gen Intel Quad-Core i5-1035G1 upto 3.6GHz, 8GB RAM, 128GB SSD, WIFI, HDMI, Bluetooth, Card Reader, Windows 10",524.48,HP,-1,Intel Core i5,1,4,128,8,-1,-1,15.6,2.2
47,"DELL Laptop Latitude 3400 PT7PN Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-bit",689.97,DELL,-1,Intel Core i5 8th Gen,1.6,4,256,8,Intel UHD Graphics 620,Shared system memory,14,3.2
48,"SAMSUNG Laptop Notebook 9 NP900X3T-K03US Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 13.3"" Windows 10 Pro 64-bit",799.99,SAMSUNG,-1,Intel Core i7 8th Gen,1.8,4,256,8,Intel UHD Graphics 620,Shared system memory,13.3,2.3
49,"HP Laptop EliteBook 745 G5 (4JB92UT#ABA) AMD Ryzen 5 1st Gen 2500U (2.00 GHz) 8 GB Memory 256 GB PCIe NVMe SSD AMD Radeon Vega 8 14.0"" Windows 10 Pro 64-Bit",578.91,HP,2,AMD Ryzen 5 1st Gen,2,4,256,8,AMD Radeon Vega 8,Shared system memory,14,2.8
50,"Lenovo Laptop IdeaPad 130S-11IGM 81KT0000US Intel Pentium Silver N5000 (1.10 GHz) 4 GB LPDDR4 Memory 64 GB eMMC Intel UHD Graphics 605 11.6"" Windows 10 S",279.99,Lenovo,-1,Intel Pentium Silver,1.1,4,64,4,Intel UHD Graphics 605,Shared system memory,11.6,0.69
51,"ASUS Laptop VivoBook F510QA-DS99 AMD A12-Series A12-9720P (2.70 GHz) 8 GB Memory 256 GB SSD AMD Radeon R7 Series 15.6"" Windows 10 Home 64-bit",419,ASUS,3,AMD A12-Series,2.7,4,256,8,AMD Radeon R7 Series,Shared system memory,15.6,2.2
52,"MSI Laptop Prestige 14 A10SC-021 Intel Core i7 10th Gen 10710U (1.10 GHz) 16 GB Memory 1 TB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 14.0"" Windows 10 Pro 64-bit",1699,MSI,-1,Intel Core i7 10th Gen,1.1,6,1000,16,NVIDIA GeForce GTX 1650 Max-Q,4 GB,14,1.86
53,"HP Laptop EliteBook 735 G5 (4JD52UT#ABA) AMD Ryzen 5 1st Gen 2500U (2.00 GHz) 8 GB Memory 256 GB PCIe NVMe SSD AMD Radeon Vega 8 13.3"" Windows 10 Pro 64-Bit",599.99,HP,-1,AMD Ryzen 5 1st Gen,2,4,256,8,AMD Radeon Vega 8,Shared system memory,13.3,1.49
54,"HP Laptop ProBook 450 G6 (5VB93UT#ABA) Intel Core i5 8th Gen 8265U (1.60 GHz) 4 GB Memory 128 GB SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-bit",592.99,HP,-1,Intel Core i5 8th Gen,1.6,4,128,4,Intel UHD Graphics 620,Shared system memory,15.6,2.4
55,"HP EliteBook 840 G5 14"" LCD Notebook - Intel Core i5 (8th Gen) i5-8250U Quad-core (4 Core) 1.60 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit (English) - 1920 x 1080 - Sure View, IPS Tech",819.09,HP,-1,Intel Core i5 8th Gen,1.6,4,256,8,Intel UHD Graphics 620,Shared system memory,14,2.13
56,"HP Laptop EliteBook 850 G6 7KK12UT#ABA Intel Core i5 8th Gen 8265U (1.60 GHz) 16 GB Memory 512 GB SSD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-bit",1245.97,HP,-1,Intel Core i5 8th Gen,1.6,4,512,16,Intel UHD Graphics 620,Shared system memory,15.6,1.91
57,"Lenovo Laptop IdeaPad 730S 81JB0004US Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 256 GB NVMe SSD Intel UHD Graphics 620 13.3"" Windows 10 Home 64-bit",923,Lenovo,4,Intel Core i5 8th Gen,1.6,4,256,8,Intel UHD Graphics 620,Shared system memory,13.3,2
58,"Lenovo Laptop IdeaPad S340 81NC001GUS AMD Ryzen 7 2nd Gen 3700U (2.30 GHz) 8 GB Memory 256 GB SSD AMD Radeon RX Vega 10 15.6"" Windows 10 Home 64-bit",729.99,Lenovo,-1,AMD Ryzen 7 2nd Gen,2.3,4,256,8,AMD Radeon RX Vega 10,Shared system memory,15.6,2.43
59,"HP 17.3"" HD+ Customized Premium Laptop Quad-Core Intel i7-8565U Processor 8GB RAM 128GB SSD DVD-RW Backlit Keyboard Windows 10 Silver Up to 9 Hours Mixed Usage",775.98,HP,-1,Intel Core i7,1.8,4,128,8,Intel UHD Graphics 620,-1,17.3,2
60,"HP 17.3"" HD+ Customized Premium Laptop Quad-Core Intel i7-8565U Processor 16GB RAM 256GB SSD DVD-RW Backlit Keyboard Windows 10 Silver Up to 9 Hours Mixed Usage",850.2,HP,-1,Intel Core i7,1.8,4,256,16,Intel UHD Graphics 620,-1,17.3,2.8
61,"HP 17.3"" HD+ Customized Premium Laptop Quad-Core Intel i7-8565U Processor 16GB RAM 128GB SSD DVD-RW Backlit Keyboard Windows 10 Silver Up to 9 Hours Mixed Usage",829.96,HP,-1,Intel Core i7,1.8,4,128,16,Intel UHD Graphics 620,-1,17.3,1.7
62,"HP 17.3"" HD+ Customized Premium Laptop Quad-Core Intel i7-8565U Processor 8GB RAM 1024GB SSD DVD-RW Backlit Keyboard Windows 10 Silver Up to 9 Hours Mixed Usage",910.93,HP,-1,Intel Core i7,1.8,4,1024,8,Intel UHD Graphics 620,-1,17.3,1.7
63,"HP 17.3"" HD+ Customized Premium Laptop Quad-Core Intel i7-8565U Processor 12GB RAM 512GB SSD DVD-RW Backlit Keyboard Windows 10 Silver Up to 9 Hours Mixed Usage",856.95,HP,-1,Intel Core i7,1.8,4,512,12,Intel UHD Graphics 620,-1,17.3,1.4
64,"HP Laptop 250 G7 (5YN13UT#ABA) Intel Core i3 7th Gen 7020U (2.30 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 620 15.6"" Windows 10 Pro 64-bit",374.4,HP,-1,Intel Core i3 7th Gen,2.3,2,500,4,Intel HD Graphics 620,Shared system memory,15.6,1.86
65,"Microsoft Laptop Surface Laptop 2 LQV-00001 Intel Core i7 8th Gen 8650U (1.90 GHz) 16 GB Memory 1 TB SSD Intel UHD Graphics 620 13.5"" Touchscreen Windows 10 Pro 64-Bit",2318.76,Microsoft,-1,Intel Core i7 8th Gen,1.9,4,1000,16,Intel UHD Graphics 620,Shared system memory,13.5,1.8
66,"SAMSUNG Laptop Notebook 9 NP900X5J-K01US Intel Core i7 7th Gen 7500U (2.70 GHz) 8 GB Memory Intel HD Graphics 620 15.0"" Windows 10 Home 64-bit",692.78,SAMSUNG,-1,Intel Core i7 7th Gen,2.7,2,256,8,Intel HD Graphics 620,Shared system memory,15,1.86
67,"Lenovo Laptop ThinkPad T480s (20L7005FUS) Intel Core i7 8th Gen 8550U (1.80 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-Bit",1299,Lenovo,-1,Intel Core i7 8th Gen,1.8,4,256,8,Intel UHD Graphics 620,Shared system memory,14,1.44
68,"Lenovo 14"" FHD Anti-Glare Display Light Thin school Laptop, AMD Dual Core A6-9220C 1.8GHz Up to 2.7GHz, 4GB RAM, 64GB eMMC + 128GB SD Card, WiFi, HDMI, Bluetooth, HD Webcam, USB Type C, Windows 10 Pro",716.79,Lenovo,-1,-1,2.7,2,256,4,-1,-1,14,1.9
69,"HP Laptop ProBook 645 G4 (4LB46UT#ABA) AMD Ryzen 5 1st Gen 2500U (2.00 GHz) 8 GB Memory 256 GB SSD AMD Radeon Vega 8 14.0"" Windows 10 Pro 64-bit",495.34,HP,-1,AMD Ryzen 5 1st Gen,2,4,256,8,AMD Radeon Vega 8,Shared system memory,14,3
70,"HP Laptop ProBook 450 G6 (5VC00UT#ABA) Intel Core i5 8th Gen 8265U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 15.6"" 1920 x 1080 Windows 10 Pro 64-bit",638.49,HP,3,Intel Core i5 8th Gen,1.6,4,256,8,Intel UHD Graphics 620,Shared system memory,15.6,1.252
71,"HP Laptop 15-db0049nr AMD A9-Series A9-9425 (3.10 GHz) 4 GB Memory 1 TB HDD AMD Radeon R5 Series 15.6"" Windows 10 Home",499.99,HP,-1,AMD A9-Series,3.1,2,1000,4,AMD Radeon R5 Series,Shared system memory,15.6,1.4
72,"HP Laptop 15-db0048nr AMD A9-Series A9-9425 (3.10 GHz) 4 GB Memory 1 TB HDD AMD Radeon R5 Series 15.6"" Windows 10 Home",499.99,HP,-1,AMD A9-Series,3.1,2,1000,4,AMD Radeon R5 Series,Shared system memory,15.6,2.2
73,"HP Laptop 15-db0046nr AMD A9-Series A9-9425 (3.10 GHz) 4 GB Memory 1 TB HDD AMD Radeon R5 Series 15.6"" Windows 10 Home",457.41,HP,-1,AMD A9-Series,3.1,2,1000,4,AMD Radeon R5 Series,Shared system memory,15.6,2.7
74,"HP Laptop 15-db0047nr AMD A9-Series A9-9425 (3.10 GHz) 4 GB Memory 1 TB HDD AMD Radeon R5 Series 15.6"" Windows 10 Home",409.99,HP,-1,AMD A9-Series,3.1,2,1000,4,AMD Radeon R5 Series,Shared system memory,15.6,2.1
75,"Microsoft Laptop Surface Laptop 2 LQR-00024 Intel Core i7 8th Gen 8650U (1.90 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 13.5"" Touchscreen Windows 10 Pro 64-Bit",1511.06,Microsoft,-1,Intel Core i7 8th Gen,1.9,4,256,8,Intel UHD Graphics 620,Shared system memory,13.5,2.2
76,"HP Laptop Pavilion 15-cs2076nr Intel Core i3 8th Gen 8145U (2.10 GHz) 8 GB Memory 1 TB HDD Intel UHD Graphics 620 15.6"" Touchscreen Windows 10 Home 64-bit",619.99,HP,-1,Intel Core i3 8th Gen,2.1,2,1000,8,Intel UHD Graphics 620,Shared system memory,15.6,2.2
77,"Microsoft Laptop Surface Laptop 2 LQR-00038 Intel Core i7 8th Gen 8650U (1.90 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 13.5"" Touchscreen Windows 10 Pro 64-Bit",1449.02,Microsoft,-1,Intel Core i7 8th Gen,1.9,4,256,8,Intel UHD Graphics 620,Shared system memory,13.5,2.02
78,"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 16GB RAM, 1TB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",489.99,Lenovo,5,AMD Dual-Core Processor,3.1,2,1000,16,AMD Radeon R5 Series,Shared system memory,15.6,2.2
79,"Lenovo Ideapad S340 School and Business Laptop (Intel i5-8265U 4-Core, 8GB RAM, 128GB SSD, 15.6"" HD (1366x768), Intel UHD 620, Wifi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, SD Card, Win 10 Home)",449,Lenovo,5,Intel Core i5 8th Gen,1.8,4,128,8,Intel UHD Graphics 620,-1,15.6,2.5
80,"HP Laptop ProBook 450 G6 (6DH95UT#ABA) Intel Core i5 8th Gen 8265U (1.60 GHz) 4 GB Memory 500 GB HDD Intel UHD Graphics 620 15.6"" Windows 10 Pro 64-bit",720.55,HP,-1,-1,1.6,4,500,4,-1,-1,15.6,1.88
81,"DELL Laptop Latitude 7290 (VG5J0) Intel Core i5 8th Gen 8350U (1.70 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 12.5"" Windows 10 Pro 64-Bit",1438.95,DELL,-1,Intel Core i5 8th Gen,1.7,4,256,8,Intel UHD Graphics 620,Shared system memory,12.5,0.92
82,"Lenovo IdeaPad 130 Laptop, 15.6"" HD Display, AMD A9-9425 Upto 3.70GHz, 8GB RAM, 512GB SSD, DVDRW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",369.99,Lenovo,5,AMD Dual-Core Processor,3.1,2,512,8,AMD Radeon R5 Series,Shared system memory,15.6,1.63
83,"HP 14"" FHD Home & Business Laptop 10th Gen Core i5-1035G4, 4GB RAM, 128GB SSD, 4 Core up to 3.70 GHz, Backlit, USB-C, Iris Plus Graphics, Bluetooth 5.0, HDMI 1.4b 4K Output, 1920x1080, Win 10",419,HP,5,Intel Core i5 10th Gen,1.1,4,128,4,Intel Iris Plus Graphics,Shared system memory,14,2.2
84,"Microsoft Laptop Surface Laptop JKY-00001 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 128 GB SSD Intel HD Graphics 620 13.5"" Touchscreen Windows 10 Pro 64-Bit",1199,Microsoft,-1,Intel Core i5 7th Gen,2.5,2,128,8,Intel HD Graphics 620,Shared system memory,13.5,2.1
85,"Microsoft Laptop Surface Laptop JKR-00050 Intel Core i7 7th Gen 7660U (2.50 GHz) 16 GB Memory 512 GB SSD Intel Iris Plus Graphics 640 13.5"" Touchscreen Windows 10 Pro 64-Bit",2248,Microsoft,-1,Intel Core i7 7th Gen,2.5,2,512,16,Intel Iris Plus Graphics 640,Shared system memory,13.5,2.65
86,"Microsoft Laptop Surface Laptop 2 LQT-00038 Intel Core i7 8th Gen 8650U (1.90 GHz) 16 GB Memory 512 GB SSD Intel UHD Graphics 620 13.5"" Touchscreen Windows 10 Pro 64-Bit",1942.91,Microsoft,-1,Intel Core i7 8th Gen,1.9,4,512,16,Intel UHD Graphics 620,Shared system memory,13.5,1.83
87,"HP Laptop ProBook 645 G4 (4LC09UT#ABA) AMD Ryzen 5 1st Gen 2500U (2.00 GHz) 8 GB Memory 256 GB PCIe NVMe SSD AMD Radeon Vega 8 14.0"" Windows 10 Pro 64-Bit",675.92,HP,-1,AMD Ryzen 5 1st Gen,2,4,256,8,AMD Radeon Vega 8,Shared system memory,14,1.96
88,"ASUS VivoBook S15 S532 Thin & Light Laptop, 15.6"" FHD, Intel Core i5-8265U CPU, 8 GB DDR4 RAM, PCIe NVMe 512 GB SSD, Windows 10 Home, S532FA-DB55, Transparent Silver",788.16,ASUS,4,Intel Core i5 8th Gen,1.6,4,2515,8,Intel UHD Graphics 620,Shared system memory,15.6,2.2
89,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",404.86,Lenovo,-1,AMD Ryzen 5,2,4,500,4,AMD Radeon Vega 8,-1,15.6,1.21
90,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 1024GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",614.04,Lenovo,-1,AMD Ryzen 5,2,4,1024,4,AMD Radeon Vega 8,-1,15.6,2.45
91,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 256GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",499.33,Lenovo,-1,AMD Ryzen 5,2,4,256,8,AMD Radeon Vega 8,-1,15.6,2.2
92,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 1024GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",566.8,Lenovo,-1,AMD Ryzen 5,2,4,1024,4,AMD Radeon Vega 8,-1,15.6,1.49
93,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 128GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",479.08,Lenovo,-1,AMD Ryzen 5,2,4,128,8,AMD Radeon Vega 8,-1,15.6,2.65
94,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",479.08,Lenovo,-1,AMD Ryzen 5,2,4,1000,12,AMD Radeon Vega 8,-1,15.6,1.25
95,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 128GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",485.83,Lenovo,-1,AMD Ryzen 5,2,4,500,12,AMD Radeon Vega 8,-1,15.6,1.5
96,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 256GB SSD 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",506.07,Lenovo,-1,AMD Ryzen 5,2,4,500,12,AMD Radeon Vega 8,-1,15.6,2.2
97,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 128GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",411.61,Lenovo,-1,AMD Ryzen 5,2,4,128,4,AMD Radeon Vega 8,-1,15.6,2.2
98,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 256GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",526.32,Lenovo,-1,AMD Ryzen 5,2,4,256,12,AMD Radeon Vega 8,-1,15.6,2
99,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 8GB RAM 256GB SSD 2TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",526.32,Lenovo,-1,AMD Ryzen 5,2,4,256,8,AMD Radeon Vega 8,-1,15.6,2.62
100,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 128GB SSD 1TB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",452.09,Lenovo,-1,AMD Ryzen 5,2,4,128,4,AMD Radeon Vega 8,-1,15.6,1.91
101,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 500GB HDD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",458.84,Lenovo,-1,AMD Ryzen 5,2,4,500,12,AMD Radeon Vega 8,-1,15.6,2.1
102,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 12GB RAM 512GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",512.82,Lenovo,-1,AMD Ryzen 5,2,4,512,12,AMD Radeon Vega 8,-1,15.6,2.2
103,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 1024GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",546.56,Lenovo,-1,AMD Ryzen 5,2,4,1024,4,AMD Radeon Vega 8,-1,15.6,1.38
104,"Lenovo Ideapad 330s 15.6"" Customized Business Laptop | AMD Ryzen 5 2500U Quad-Core | 4GB RAM 256GB SSD | Full HD IPS | Radeon Vega 8 Graphics | Only 3.96lb | Windows 10 Home Grey",431.85,Lenovo,-1,AMD Ryzen 5,2,4,256,4,AMD Radeon Vega 8,-1,15.6,1.252
